poss,corr_resp,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Welcome.started,Welcome.stopped,trial.started,fixation.started,line1.started,line2.started,line3.started,line4.started,fixation.stopped,probe.started,key_resp.started,probe.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,trials_2.key_resp.keys,trials_2.key_resp.corr,trials_2.key_resp.rt,trials_2.key_resp.duration,Thank_you.started,Thank_you.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
50,c ,10,2,2,x,0,10.778972250060178,None,2,2,10,2,,,,,59.591417417046614,,,,59.58504208398517,59.591417417046614,60.574732000008225,60.574732000008225,60.574732000008225,60.574732000008225,60.5874291670043,61.584794334019534,61.584794334019534,62.584006209042855,72.37303045904264,x,0,10.778972250060178,None,,,,,,,002,001,2025-10-02_16h45.40.812,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h46.18.596768 +0530,
-150,z,11,3,2,z,1,0.7754154170397669,None,2,3,11,3,,,,,72.383434458985,,,,72.37399716698565,72.383434458985,73.3619583339896,73.3619583339896,73.3619583339896,73.3619583339896,73.38037216698285,74.37121545895934,74.37121545895934,,75.15748341695871,z,1,0.7754154170397669,None,,,,,,,002,001,2025-10-02_16h45.40.812,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h46.18.596768 +0530,
-50,x,12,0,3,x,1,0.84319774992764,None,3,0,12,0,,,,,75.16603824996855,,,,75.15849916695151,75.16603824996855,76.1535909170052,76.1535909170052,76.1535909170052,76.1535909170052,76.15880229196046,77.1544598339824,77.1544598339824,,78.00006891705561,x,1,0.84319774992764,None,,,,,,,002,001,2025-10-02_16h45.40.812,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h46.18.596768 +0530,
150,v,13,1,3,v,1,0.6321025840006769,None,3,1,13,1,,,,,78.00748704199214,,,,78.00053125002887,78.00748704199214,79.0034610000439,79.0034610000439,79.0034610000439,79.0034610000439,79.0034610000439,79.99450441694353,79.99450441694353,,80.63116579200141,v,1,0.6321025840006769,None,,,,,,,002,001,2025-10-02_16h45.40.812,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h46.18.596768 +0530,
50,c ,14,2,3,c,0,1.100135541986674,None,3,2,14,2,,,,,80.64127558399923,,,,80.63206341699697,80.64127558399923,81.62158887495752,81.62158887495752,81.62158887495752,81.62158887495752,81.63241212500725,82.62439441704191,82.62439441704191,83.61716154194437,83.7307870000368,c,0,1.100135541986674,None,,,,,,,002,001,2025-10-02_16h45.40.812,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h46.18.596768 +0530,
-150,z,15,3,3,z,1,0.4537803749553859,None,3,3,15,3,,,,,83.73852920904756,,,,83.73126037500333,83.73852920904756,84.72605399996974,84.72605399996974,84.72605399996974,84.72605399996974,84.73790837498382,85.72776425001211,85.72776425001211,,86.18687895894982,z,1,0.4537803749553859,None,,,,,,,002,001,2025-10-02_16h45.40.812,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h46.18.596768 +0530,
-50,x,16,0,4,x,1,0.4088548750150949,None,4,0,16,0,,,,,86.19400591694284,,,,86.18726429203525,86.19400591694284,87.18660766701214,87.18660766701214,87.18660766701214,87.18660766701214,87.18660766701214,88.18649270897731,88.18649270897731,,88.60415845899843,x,1,0.4088548750150949,None,,,,,,,002,001,2025-10-02_16h45.40.812,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h46.18.596768 +0530,
150,v,17,1,4,v,1,0.6661628748988733,None,4,1,17,1,,,,,88.61225837504026,,,,88.60517350002192,88.61225837504026,89.60350195900537,89.60350195900537,89.60350195900537,89.60350195900537,89.60623712500092,90.59313233394641,90.59313233394641,,91.27300124999601,v,1,0.6661628748988733,None,,,,,,,002,001,2025-10-02_16h45.40.812,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h46.18.596768 +0530,
50,c ,18,2,4,c,0,0.891555167036131,None,4,2,18,2,,,,,91.28108608396724,,,,91.27353070897516,91.28108608396724,92.27050574996974,92.27050574996974,92.27050574996974,92.27050574996974,92.27050574996974,93.27269100002013,93.27269100002013,,94.16551662504207,c,0,0.891555167036131,None,,,,,,,002,001,2025-10-02_16h45.40.812,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h46.18.596768 +0530,
-150,z,19,3,4,z,1,0.40846033301204443,None,4,3,19,3,,,,,94.17909874999896,,,,94.16595199995209,94.17909874999896,95.1631911250297,95.1631911250297,95.1631911250297,95.1631911250297,95.16913112497423,96.16071141697466,96.16071141697466,,96.57187774998602,z,1,0.40846033301204443,None,,,,,,,002,001,2025-10-02_16h45.40.812,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h46.18.596768 +0530,
-50,x,20,0,5,x,1,0.3884295830503106,None,5,0,20,0,,,,,96.58040633401833,,,,96.5725234169513,96.58040633401833,97.57071087497752,97.57071087497752,97.57071087497752,97.57071087497752,97.57071087497752,98.56968108401634,98.56968108401634,,98.97214141697623,x,1,0.3884295830503106,None,,,,,,,002,001,2025-10-02_16h45.40.812,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h46.18.596768 +0530,
150,v,21,1,5,v,1,0.7955436670454219,None,5,1,21,1,,,,,98.9801877499558,,,,98.97281133395154,98.9801877499558,99.97804362501483,99.97804362501483,99.97804362501483,99.97804362501483,99.98251975001767,100.9726852090098,100.9726852090098,,101.77903429197613,v,1,0.7955436670454219,None,,,,,,,002,001,2025-10-02_16h45.40.812,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h46.18.596768 +0530,
50,c ,22,2,5,c,0,0.8635246249614283,None,5,2,22,2,,,,,101.78612599999178,,,,101.77942045894451,101.78612599999178,102.76985237502959,102.76985237502959,102.76985237502959,102.76985237502959,102.77404629194643,103.77841866703238,103.77841866703238,,104.64521445904393,c,0,0.8635246249614283,None,,,,,,,002,001,2025-10-02_16h45.40.812,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h46.18.596768 +0530,
-150,z,23,3,5,z,1,0.3810599169228226,None,5,3,23,3,,,,,104.6528530420037,,,,104.64590670901816,104.6528530420037,105.64573400001973,105.64573400001973,105.64573400001973,105.64573400001973,105.64573400001973,106.6399170840159,106.6399170840159,,107.02527487499174,z,1,0.3810599169228226,None,,,,,,,002,001,2025-10-02_16h45.40.812,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h46.18.596768 +0530,
-50,x,24,0,6,x,1,0.39451233309227973,None,6,0,24,0,,,,,107.03265458403621,,,,107.02570266695693,107.03265458403621,108.02572187501937,108.02572187501937,108.02572187501937,108.02572187501937,108.02572187501937,109.01741158403456,109.01741158403456,,109.42031175002921,x,1,0.39451233309227973,None,,,,,,,002,001,2025-10-02_16h45.40.812,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h46.18.596768 +0530,
150,v,25,1,6,v,1,0.6368049170123413,None,6,1,25,1,,,,,109.42791541700717,,,,109.42105695896316,109.42791541700717,110.41682820895221,110.41682820895221,110.41682820895221,110.41682820895221,110.41682820895221,111.40903179196175,111.40903179196175,,112.0492077920353,v,1,0.6368049170123413,None,,,,,,,002,001,2025-10-02_16h45.40.812,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h46.18.596768 +0530,
50,c ,26,2,6,c,0,0.7609526669839397,None,6,2,26,2,,,,,112.05661025003064,,,,112.04965870897286,112.05661025003064,113.04586320894305,113.04586320894305,113.04586320894305,113.04586320894305,113.05216233397368,114.04078499996103,114.04078499996103,,114.815783209051,c,0,0.7609526669839397,None,,,,,,,002,001,2025-10-02_16h45.40.812,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h46.18.596768 +0530,
-150,z,27,3,6,z,1,0.5849119169870391,None,6,3,27,3,,,,,114.82398608396761,,,,114.81658687500749,114.82398608396761,115.80708804202732,115.80708804202732,115.80708804202732,115.80708804202732,115.81974129204173,116.81071695894934,116.81071695894934,,117.40544700005557,z,1,0.5849119169870391,None,,,,,,,002,001,2025-10-02_16h45.40.812,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h46.18.596768 +0530,
-50,x,28,0,7,x,1,0.665682750986889,None,7,0,28,0,,,,,117.41558554198127,,,,117.40620945894625,117.41558554198127,118.40381454199087,118.40381454199087,118.40381454199087,118.40381454199087,118.4090200420469,119.40348995896056,119.40348995896056,,120.07125391694717,x,1,0.665682750986889,None,,,,,,,002,001,2025-10-02_16h45.40.812,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h46.18.596768 +0530,
150,v,29,1,7,v,1,0.6888957499759272,None,7,1,29,1,,,,,120.0811306249816,,,,120.07202916697133,120.0811306249816,121.07078145898413,121.07078145898413,121.07078145898413,121.07078145898413,121.07694812503178,122.06565770902671,122.06565770902671,,122.76643466704991,v,1,0.6888957499759272,None,,,,,,,002,001,2025-10-02_16h45.40.812,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h46.18.596768 +0530,
50,c ,30,2,7,c,0,0.757154209073633,None,7,2,30,2,,,,,122.77452612505294,,,,122.76710145897232,122.77452612505294,123.76795479201246,123.76795479201246,123.76795479201246,123.76795479201246,123.76795479201246,124.76081500004511,124.76081500004511,,125.53028304199688,c,0,0.757154209073633,None,,,,,,,002,001,2025-10-02_16h45.40.812,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h46.18.596768 +0530,
-150,z,31,3,7,z,1,0.5028895840514451,None,7,3,31,3,,,,,125.53881595900748,,,,125.53111804195214,125.53881595900748,126.52423529198859,126.52423529198859,126.52423529198859,126.52423529198859,126.53710695903283,127.52355158398859,127.52355158398859,,128.03099949995521,z,1,0.5028895840514451,None,,,,,,,002,001,2025-10-02_16h45.40.812,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h46.18.596768 +0530,
-50,x,32,0,8,x,1,0.9441928330343217,None,8,0,32,0,,,,,128.04012429201975,,,,128.03189479198772,128.04012429201975,129.02892420894932,129.02892420894932,129.02892420894932,129.02892420894932,129.0345651670359,130.0241506670136,130.0241506670136,,130.97901404195,x,1,0.9441928330343217,None,,,,,,,002,001,2025-10-02_16h45.40.812,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h46.18.596768 +0530,
150,v,33,1,8,v,1,0.5832052089972422,None,8,1,33,1,,,,,130.98629949998576,,,,130.9795968750259,130.98629949998576,131.97731079196092,131.97731079196092,131.97731079196092,131.97731079196092,131.98280966700986,132.97806029196363,132.97806029196363,,133.56299320899416,v,1,0.5832052089972422,None,,,,,,,002,001,2025-10-02_16h45.40.812,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h46.18.596768 +0530,
50,c ,34,2,8,c,0,0.5884277920704335,None,8,2,34,2,,,,,133.57066008402035,,,,133.5633625839837,133.57066008402035,134.55512366699986,134.55512366699986,134.55512366699986,134.55512366699986,134.5605272500543,135.56082266697194,135.56082266697194,,136.1537067090394,c,0,0.5884277920704335,None,,,,,,,002,001,2025-10-02_16h45.40.812,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h46.18.596768 +0530,
-150,z,35,3,8,z,1,0.48451450001448393,None,8,3,35,3,,,,,136.16068979201373,,,,136.1544792089844,136.16068979201373,137.15210745902732,137.15210745902732,137.15210745902732,137.15210745902732,137.15210745902732,138.1526612919988,138.1526612919988,,138.6438003750518,z,1,0.48451450001448393,None,,,,,,,002,001,2025-10-02_16h45.40.812,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h46.18.596768 +0530,
-50,x,36,0,9,x,1,0.6162638339446858,None,9,0,36,0,,,,,138.6514674590435,,,,138.64427954202984,138.6514674590435,139.6450176249491,139.6450176249491,139.6450176249491,139.6450176249491,139.6450176249491,140.64088658394758,140.64088658394758,,141.26303112495225,x,1,0.6162638339446858,None,,,,,,,002,001,2025-10-02_16h45.40.812,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h46.18.596768 +0530,
150,v,37,1,9,v,1,0.5546393339755014,None,9,1,37,1,,,,,141.2716315840371,,,,141.26374958397355,141.2716315840371,142.2612041250104,142.2612041250104,142.2612041250104,142.2612041250104,142.2612041250104,143.2613247090485,143.2613247090485,,143.8304566249717,v,1,0.5546393339755014,None,,,,,,,002,001,2025-10-02_16h45.40.812,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h46.18.596768 +0530,
50,c ,38,2,9,c,0,0.6626704590162262,None,9,2,38,2,,,,,143.84022104204632,,,,143.8313511669403,143.84022104204632,144.8294659589883,144.8294659589883,144.8294659589883,144.8294659589883,144.83528174995445,145.8262945000315,145.8262945000315,,146.4942651670426,c,0,0.6626704590162262,None,,,,,,,002,001,2025-10-02_16h45.40.812,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h46.18.596768 +0530,
-150,z,39,3,9,z,1,0.5622524169739336,None,9,3,39,3,,,,,146.50164708402008,,,,146.4947500419803,146.50164708402008,147.4845162089914,147.4845162089914,147.4845162089914,147.4845162089914,147.49057354195975,148.49369654199108,148.49369654199108,,149.0609862919664,z,1,0.5622524169739336,None,,,,,,,002,001,2025-10-02_16h45.40.812,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h46.18.596768 +0530,
-50,x,40,0,10,x,1,0.8114994170609862,None,10,0,40,0,,,,,149.06942058401182,,,,149.06184474995825,149.06942058401182,150.04887325002346,150.04887325002346,150.04887325002346,150.04887325002346,150.06770591705572,151.0603419590043,151.0603419590043,,151.87539125001058,x,1,0.8114994170609862,None,,,,,,,002,001,2025-10-02_16h45.40.812,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h46.18.596768 +0530,
150,v,41,1,10,v,1,1.2948213340714574,None,10,1,41,1,,,,,151.88270058401395,,,,151.87623299995903,151.88270058401395,152.87669712502975,152.87669712502975,152.87669712502975,152.87669712502975,152.87669712502975,153.8708896250464,153.8708896250464,154.86710416700225,155.1773631250253,v,1,1.2948213340714574,None,,,,,,,002,001,2025-10-02_16h45.40.812,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h46.18.596768 +0530,
50,c ,42,2,10,v,0,0.6902527919737622,None,10,2,42,2,,,,,155.18496462504845,,,,155.1778690839419,155.18496462504845,156.17532129201572,156.17532129201572,156.17532129201572,156.17532129201572,156.17532129201572,157.17347029200755,157.17347029200755,,157.8668537499616,v,0,0.6902527919737622,None,,,,,,,002,001,2025-10-02_16h45.40.812,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h46.18.596768 +0530,
-150,z,43,3,10,z,1,0.6982583340723068,None,10,3,43,3,,,,,157.87446712504607,,,,157.86736829194706,157.87446712504607,158.8616195420036,158.8616195420036,158.8616195420036,158.8616195420036,158.8663673340343,159.85942229197826,159.85942229197826,,160.56443341705017,z,1,0.6982583340723068,None,,,,,,,002,001,2025-10-02_16h45.40.812,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h46.18.596768 +0530,
-50,x,44,0,11,x,1,0.8470357500482351,None,11,0,44,0,,,,,160.57008541701362,,,,160.56459816696588,160.57008541701362,161.55746012495365,161.55746012495365,161.55746012495365,161.55746012495365,161.5688282919582,162.5604870839743,162.5604870839743,,163.4101463749539,x,1,0.8470357500482351,None,,,,,,,002,001,2025-10-02_16h45.40.812,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h46.18.596768 +0530,
150,v,45,1,11,v,1,0.5909061250276864,None,11,1,45,1,,,,,163.41688100004103,,,,163.4105492089875,163.41688100004103,164.39929924998432,164.39929924998432,164.39929924998432,164.39929924998432,164.4114002500428,165.40864349994808,165.40864349994808,,166.00466241699178,v,1,0.5909061250276864,None,,,,,,,002,001,2025-10-02_16h45.40.812,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h46.18.596768 +0530,
50,c ,46,2,11,c,0,0.377228666911833,None,11,2,46,2,,,,,166.01185879204422,,,,166.0050162919797,166.01185879204422,167.00312474998645,167.00312474998645,167.00312474998645,167.00312474998645,167.00312474998645,168.00229512504302,168.00229512504302,,168.38875783397816,c,0,0.377228666911833,None,,,,,,,002,001,2025-10-02_16h45.40.812,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h46.18.596768 +0530,
-150,z,47,3,11,z,1,0.4003847090061754,None,11,3,47,3,,,,,168.397361750016,,,,168.38952812494244,168.397361750016,169.37901150004473,169.37901150004473,169.37901150004473,169.37901150004473,169.39679058396723,170.3859614590183,170.3859614590183,,170.79119616700336,z,1,0.4003847090061754,None,,,,,,,002,001,2025-10-02_16h45.40.812,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h46.18.596768 +0530,
-50,x,48,0,12,x,1,0.6110186669975519,None,12,0,48,0,,,,,170.79878970899154,,,,170.7916264999658,170.79878970899154,171.78215429198463,171.78215429198463,171.78215429198463,171.78215429198463,171.79313254205044,172.78434037498664,172.78434037498664,,173.40469145902898,x,1,0.6110186669975519,None,,,,,,,002,001,2025-10-02_16h45.40.812,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h46.18.596768 +0530,
150,v,49,1,12,v,1,0.3419632089789957,None,12,1,49,1,,,,,173.41360379196703,,,,173.4053929169895,173.41360379196703,174.4075037499424,174.4075037499424,174.4075037499424,174.4075037499424,174.4075037499424,175.39432595903054,175.39432595903054,,175.74951270897873,v,1,0.3419632089789957,None,,,,,,,002,001,2025-10-02_16h45.40.812,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h46.18.596768 +0530,
50,c ,50,2,12,c,0,0.4802296250127256,None,12,2,50,2,,,,,175.75692316703498,,,,175.75001333397813,175.75692316703498,176.74980295903515,176.74980295903515,176.74980295903515,176.74980295903515,176.74980295903515,177.73594925005455,177.73594925005455,,178.2246251249453,c,0,0.4802296250127256,None,,,,,,,002,001,2025-10-02_16h45.40.812,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h46.18.596768 +0530,
-150,z,51,3,12,z,1,0.286207458935678,None,12,3,51,3,,,,,178.23183712502941,,,,178.22508079197723,178.23183712502941,179.22446145897266,179.22446145897266,179.22446145897266,179.22446145897266,179.22965991694946,180.22293933399487,180.22293933399487,,180.5145209999755,z,1,0.286207458935678,None,,,,,,,002,001,2025-10-02_16h45.40.812,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h46.18.596768 +0530,
-50,x,52,0,13,x,1,0.3553760829381645,None,13,0,52,0,,,,,180.52149608405307,,,,180.51499287504703,180.52149608405307,181.5034237089567,181.5034237089567,181.5034237089567,181.5034237089567,181.5211356249638,182.51376529200934,182.51376529200934,,182.87428250000812,x,1,0.3553760829381645,None,,,,,,,002,001,2025-10-02_16h45.40.812,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h46.18.596768 +0530,
150,v,53,1,13,v,1,0.28527012502308935,None,13,1,53,1,,,,,182.88167954201344,,,,182.8746955000097,182.88167954201344,183.86982137500308,183.86982137500308,183.86982137500308,183.86982137500308,183.86982137500308,184.87079912505578,184.87079912505578,,185.1592312499415,v,1,0.28527012502308935,None,,,,,,,002,001,2025-10-02_16h45.40.812,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h46.18.596768 +0530,
50,c ,54,2,13,c,0,0.298866750090383,None,13,2,54,2,,,,,185.16634391702246,,,,185.1595808339771,185.16634391702246,186.15878291695844,186.15878291695844,186.15878291695844,186.15878291695844,186.16462120902725,187.1561053340556,187.1561053340556,,187.46778608404566,c,0,0.298866750090383,None,,,,,,,002,001,2025-10-02_16h45.40.812,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h46.18.596768 +0530,
-150,z,55,3,13,z,1,0.4190148749621585,None,13,3,55,3,,,,,187.47607183398213,,,,187.4684479170246,187.47607183398213,188.46433154202532,188.46433154202532,188.46433154202532,188.46433154202532,188.4695611669449,189.45690975000616,189.45690975000616,,189.8794556669891,z,1,0.4190148749621585,None,,,,,,,002,001,2025-10-02_16h45.40.812,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h46.18.596768 +0530,
-50,x,56,0,14,x,1,0.32953674998134375,None,14,0,56,0,,,,,189.88696699996945,,,,189.88034383405466,189.88696699996945,190.86981608404312,190.86981608404312,190.86981608404312,190.86981608404312,190.8820595840225,191.87129470903892,191.87129470903892,,192.20358320896048,x,1,0.32953674998134375,None,,,,,,,002,001,2025-10-02_16h45.40.812,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h46.18.596768 +0530,
150,v,57,1,14,v,1,0.34022762498352677,None,14,1,57,1,,,,,192.21265791694168,,,,192.20440558402333,192.21265791694168,193.2007140419446,193.2007140419446,193.2007140419446,193.2007140419446,193.20620749995578,194.19461170898285,194.19461170898285,,194.53636608400848,v,1,0.34022762498352677,None,,,,,,,002,001,2025-10-02_16h45.40.812,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h46.18.596768 +0530,
50,c ,58,2,14,c,0,0.5010804999619722,None,14,2,58,2,,,,,194.54869858396705,,,,194.53671433404088,194.54869858396705,195.52810937503818,195.52810937503818,195.52810937503818,195.52810937503818,195.5437537500402,196.53068500000518,196.53068500000518,,197.0451402090257,c,0,0.5010804999619722,None,,,,,,,002,001,2025-10-02_16h45.40.812,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h46.18.596768 +0530,
-150,z,59,3,14,z,1,0.36825579206924886,None,14,3,59,3,,,,,197.0531781669706,,,,197.04600950004533,197.0531781669706,198.05987670901231,198.05987670901231,198.05987670901231,198.05987670901231,198.05987670901231,199.0404525840422,199.0404525840422,,199.41944558394607,z,1,0.36825579206924886,None,,,,,,,002,001,2025-10-02_16h45.40.812,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h46.18.596768 +0530,
-50,x,60,0,15,x,1,0.47857966693118215,None,15,0,60,0,,,,,199.42823275004048,,,,199.42033124994487,199.42823275004048,200.4171902090311,200.4171902090311,200.4171902090311,200.4171902090311,200.4227714589797,201.41165183403064,201.41165183403064,,201.89358312496915,x,1,0.47857966693118215,None,,,,,,,002,001,2025-10-02_16h45.40.812,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h46.18.596768 +0530,
150,v,61,1,15,v,1,0.41579962603282183,None,15,1,61,1,,,,,201.90309741697274,,,,201.89446766697802,201.90309741697274,202.8927333749598,202.8927333749598,202.8927333749598,202.8927333749598,202.8989003340248,203.90174420899712,203.90174420899712,,204.3200967500452,v,1,0.41579962603282183,None,,,,,,,002,001,2025-10-02_16h45.40.812,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h46.18.596768 +0530,
