stimulus,feedback_type,fake_feedback,thisN,thisTrialN,thisRepN,slider_initial.response,slider_initial.rt,key_resp.keys,key_resp.rt,key_resp.duration,slider_final.response,slider_final.rt,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Instruction.started,instr_text.started,instr_key.started,Instruction.stopped,instr_key.keys,instr_key.rt,instr_key.duration,InitialRating.started,slider_initial.started,stim_image.started,key_resp.started,rating_prompt.started,stim_image.stopped,InitialRating.stopped,trials.slider_initial.response,trials.slider_initial.rt,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,Feedback.started,feedback_text.started,Feedback.stopped,ReRating.started,slider_final.started,stim_image2.started,key_resp_2.started,rating_prompt2.started,stim_image2.stopped,ReRating.stopped,trials.slider_final.response,trials.slider_final.rt,trials.key_resp_2.keys,feedback_text.stopped,trials.key_resp_2.rt,trials.key_resp_2.duration,Debrief.started,debrief_text.started,key_debrief.started,debrief_text.stopped,Debrief.stopped,key_debrief.keys,key_debrief.rt,key_debrief.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
images/grating_07.jpeg,neutral,65.0,23,3,2,None,None,space,6.026708208955824,None,18.0,4.580081124790013,None,,,2,3,23,6,367.76048929197714,,,,,,,,,367.75407516700216,367.76048929197714,368.73453679215163,369.7270769579336,370.22699745814316,370.72646708297543,375.7551306670066,None,None,space,6.026708208955824,None,375.7578959581442,375.7613046669867,378.7459042079281,378.77822974999435,378.7861146670766,379.7474727919325,380.74686841713265,382.2495100831147,382.7394625421148,383.36419920809567,18.0,4.580081124790013,None,378.7861146670766,,,,,,,,,,,004,001,2025-11-18_16h40.00.482,Social Echo ,,2025.1.1,None,2025-11-18 16h40.09.345343 +0530,
images/grating_06.jpeg,neutral,50.0,24,4,2,9.0,3.245483082951978,space,4.523042458109558,None,15.0,4.821051750099286,None,,,2,4,24,5,383.38837262499146,,,,,,,,,383.38159704208374,383.38837262499146,384.35829212493263,385.35748237511143,385.8556404169649,386.3469783330802,389.8816803749651,9.0,3.245483082951978,space,4.523042458109558,None,389.8843603329733,389.889432416996,392.8787762080319,392.9094527079724,392.91813558293507,393.8794378750026,394.8786421250552,396.3786831670441,396.8781753750518,397.73667770810425,15.0,4.821051750099286,None,392.91813558293507,,,,,,,,,,,004,001,2025-11-18_16h40.00.482,Social Echo ,,2025.1.1,None,2025-11-18 16h40.09.345343 +0530,
images/grating_05.jpeg,disagree,10.0,25,5,2,12.0,4.81892095785588,space,6.106153958942741,None,11.0,3.6744301670696586,None,,,2,5,25,4,397.7501842919737,,,,,,,,,397.7434370419942,397.7501842919737,398.7263590830844,399.7345670829527,400.23483050009236,400.71766154211946,405.84394816705026,12.0,4.81892095785588,space,6.106153958942741,None,405.8466641250998,405.85187533311546,408.8374344171025,408.85246720793657,408.8625301250722,409.83833450009115,410.83460741699673,412.33581575006247,,412.5365782501176,11.0,3.6744301670696586,None,408.8625301250722,,,,,,,,,,,004,001,2025-11-18_16h40.00.482,Social Echo ,,2025.1.1,None,2025-11-18 16h40.09.345343 +0530,
images/grating_04.jpeg,agree,70.0,26,6,2,37.0,8.168429875047877,space,7.98330366704613,None,31.0,5.907252124976367,None,,,2,6,26,3,412.5719211669639,,,,,,,,,412.5654161670245,412.5719211669639,413.53330137510784,414.5321872921195,415.0305675000418,415.53067862498574,422.5166249999311,37.0,8.168429875047877,space,7.98330366704613,None,422.51926750014536,422.52509154193103,425.51138941710815,425.5626930000726,425.57141416706145,426.5096933329478,427.5097602501046,429.0113284171093,429.5044213330839,431.4763957080431,31.0,5.907252124976367,None,425.57141416706145,,,,,,,,,,,004,001,2025-11-18_16h40.00.482,Social Echo ,,2025.1.1,None,2025-11-18 16h40.09.345343 +0530,
images/grating_02.jpeg,disagree,20.0,27,7,2,8.0,5.020478416001424,space,4.881378999911249,None,17.0,4.107230416033417,None,,,2,7,27,1,431.49565029214136,,,,,,,,,431.48905879212543,431.49565029214136,432.47191537497565,433.4704907499254,433.97015233314596,434.47035912494175,438.35358104202896,8.0,5.020478416001424,space,4.881378999911249,None,438.3562070420012,438.36202670796774,441.3484412920661,441.36964570800774,441.3794919999782,442.34693079208955,443.34955579205416,444.8489389580209,445.34000737499446,445.4832630001474,17.0,4.107230416033417,None,441.3794919999782,,,,,,,,,,,004,001,2025-11-18_16h40.00.482,Social Echo ,,2025.1.1,None,2025-11-18 16h40.09.345343 +0530,
images/grating_08.jpeg,agree,70.0,28,8,2,16.0,3.4059350409079343,space,3.9944516248069704,None,13.0,5.857105791103095,None,,,2,8,28,7,445.50895454199053,,,,,,,,,445.5021426670719,445.50895454199053,446.4741245000623,447.472643957939,447.972405458102,448.463572292123,451.4685804580804,16.0,3.4059350409079343,space,3.9944516248069704,None,451.47118162503466,451.4772630420048,454.46368587506004,454.4953346250113,454.50494387513027,455.46209945809096,456.46154170809314,457.9603520000819,458.46031633298844,460.36206195806153,13.0,5.857105791103095,None,454.50494387513027,,,,,,,,,,,004,001,2025-11-18_16h40.00.482,Social Echo ,,2025.1.1,None,2025-11-18 16h40.09.345343 +0530,
images/grating_03.jpeg,agree,80.0,29,9,2,67.0,3.462493957951665,space,4.737228875048459,None,85.0,3.79501562518999,None,,,2,9,29,2,460.38011091714725,,,,,,,,,460.37329241703264,460.38011091714725,461.351231292123,462.35236508306116,462.85987400007434,463.3462242500391,467.09419266693294,67.0,3.462493957951665,space,4.737228875048459,None,467.09691000008024,467.10300599993207,470.0906386671122,470.10977133293636,470.1199434171431,471.0928904169705,472.08540991693735,473.59287216700613,,473.91023375000805,85.0,3.79501562518999,None,470.1199434171431,,,,,,,,,,,004,001,2025-11-18_16h40.00.482,Social Echo ,,2025.1.1,None,2025-11-18 16h40.09.345343 +0530,
images/grating_09.jpeg,disagree,50.0,30,0,3,9.0,5.868114250013605,space,5.603413250064477,None,9.0,3.3096616249531507,None,,,3,0,30,8,473.9237807500176,,,,,,,,,473.9172262500506,473.9237807500176,474.90445825015195,475.9036821669433,476.40289575001225,476.9017495000735,481.5138776251115,9.0,5.868114250013605,space,5.603413250064477,None,481.51662541693076,481.5227204170078,484.50539775006473,484.5195179169532,484.529648500029,485.50987479207106,486.5097991670482,,,487.8351120420266,9.0,3.3096616249531507,None,484.529648500029,,,,,,,,,,,004,001,2025-11-18_16h40.00.482,Social Echo ,,2025.1.1,None,2025-11-18 16h40.09.345343 +0530,
images/grating_01.jpeg,neutral,50.0,31,1,3,91.0,4.400797167094424,space,5.693490251200274,None,55.0,4.191253166180104,None,,,3,1,31,0,487.8728516250849,,,,,,,,,487.86671916698106,487.8728516250849,488.830782874953,489.83052133303136,490.33074699994177,490.8231604171451,495.534847458126,91.0,4.400797167094424,space,5.693490251200274,None,495.5349209581036,495.54081170796417,498.5264522919897,498.57580758305266,498.5829415000044,499.531341166934,500.53019225015305,502.0327094581444,502.52184920804575,502.77238750015385,55.0,4.191253166180104,None,498.5829415000044,,,,,,,,,,,004,001,2025-11-18_16h40.00.482,Social Echo ,,2025.1.1,None,2025-11-18 16h40.09.345343 +0530,
images/grating_04.jpeg,agree,70.0,32,2,3,45.0,3.306334166089073,space,2.9042982088867575,None,51.0,4.465619291877374,None,,,3,2,32,3,502.8108556671068,,,,,,,,,502.80449483310804,502.8108556671068,503.7606751669664,504.7681164580863,505.26133575011045,505.75482366699725,507.67708208295517,45.0,3.306334166089073,space,2.9042982088867575,None,507.6796995000914,507.68493029195815,510.6747464169748,510.7253049579449,510.73332195798866,511.6719842921011,512.6726972919423,514.1723224581219,514.6678149169311,515.1969785001129,51.0,4.465619291877374,None,510.73332195798866,,,,,,,,,,,004,001,2025-11-18_16h40.00.482,Social Echo ,,2025.1.1,None,2025-11-18 16h40.09.345343 +0530,
images/grating_07.jpeg,neutral,65.0,33,3,3,10.0,2.864068874856457,space,2.4210305421147496,None,9.0,2.985264749964699,None,,,3,3,33,6,515.2234646249563,,,,,,,,,515.2174168750644,515.2234646249563,516.1926083751023,517.1882473330479,517.6890845829621,518.1819954169914,519.6146775421221,10.0,2.864068874856457,space,2.4210305421147496,None,519.617341458099,519.6224229999352,522.6127327079885,522.6437586669344,522.6520859580487,523.6101994169876,524.6112333331257,,,525.6352495830506,9.0,2.985264749964699,None,522.6520859580487,,,,,,,,,,,004,001,2025-11-18_16h40.00.482,Social Echo ,,2025.1.1,None,2025-11-18 16h40.09.345343 +0530,
images/grating_05.jpeg,disagree,10.0,34,4,3,10.0,3.5703644170425832,space,4.666428041877225,None,11.0,2.749959582928568,None,,,3,4,34,4,525.6491640829481,,,,,,,,,525.6423710000236,525.6491640829481,526.6346278749406,527.628405458061,528.1283631669357,528.6278430831153,532.3051873331424,10.0,3.5703644170425832,space,4.666428041877225,None,532.3079057920258,532.3138330420479,535.2986620001029,535.3127620420419,535.3225336249452,536.3013389580883,537.3002996251453,,,538.0685944999568,11.0,2.749959582928568,None,535.3225336249452,,,,,,,,,,,004,001,2025-11-18_16h40.00.482,Social Echo ,,2025.1.1,None,2025-11-18 16h40.09.345343 +0530,
images/grating_02.jpeg,disagree,20.0,35,5,3,8.0,4.791134458035231,space,8.621530042029917,None,8.0,4.675245666876435,None,,,3,5,35,1,538.084684249945,,,,,,,,,538.0778594170697,538.084684249945,539.0614986671135,540.0609296250623,540.5593189580832,541.0593119580299,548.6887092920952,8.0,4.791134458035231,space,8.621530042029917,None,548.6913920419756,548.6975705421064,551.6802848749794,551.6977994169574,551.7068817501422,552.6845274169464,553.6846597080585,555.1783708329313,555.6776957081165,556.3793010830414,8.0,4.675245666876435,None,551.7068817501422,,,,,,,,,,,004,001,2025-11-18_16h40.00.482,Social Echo ,,2025.1.1,None,2025-11-18 16h40.09.345343 +0530,
images/grating_10.jpeg,agree,80.0,36,6,3,46.0,4.489315625047311,space,4.575033792061731,None,88.0,3.6335405830759555,None,,,3,6,36,9,556.4026820419822,,,,,,,,,556.3962025421206,556.4026820419822,557.3689389580395,558.3681135829538,558.8783932919614,559.3682033331133,562.945058667101,46.0,4.489315625047311,space,4.575033792061731,None,562.94765366707,562.9534857079852,565.9360947499517,565.9667751670349,565.9753765829373,566.9388534170575,567.9414820419624,569.4400922080968,,569.6054424580652,88.0,3.6335405830759555,None,565.9753765829373,,,,,,,,,,,004,001,2025-11-18_16h40.00.482,Social Echo ,,2025.1.1,None,2025-11-18 16h40.09.345343 +0530,
images/grating_06.jpeg,neutral,50.0,37,7,3,25.0,3.2671891669742763,space,10.378829166991636,None,15.0,2.89732858305797,None,,,3,7,37,5,569.6302512080874,,,,,,,,,569.6235183749814,569.6302512080874,570.596666000085,571.5998720419593,572.0993960420601,572.5885050829966,581.9809180831071,25.0,3.2671891669742763,space,10.378829166991636,None,581.9835821669549,581.9891513329931,584.9765286671463,585.0067195000593,585.0158270420507,585.9761888331268,586.9798858750146,,,587.9102995421272,15.0,2.89732858305797,None,585.0158270420507,,,,,,,,,,,004,001,2025-11-18_16h40.00.482,Social Echo ,,2025.1.1,None,2025-11-18 16h40.09.345343 +0530,
images/grating_03.jpeg,agree,80.0,38,8,3,12.0,2.715892749838531,space,2.7798220419790596,None,17.0,2.563423957908526,None,,,3,8,38,2,587.9282480829861,,,,,,,,,587.9215653331485,587.9282480829861,588.9045594169293,589.9095721670892,590.4032971670385,590.902967292117,592.6969592501409,12.0,2.715892749838531,space,2.7798220419790596,None,592.6995657919906,592.7057142080739,595.6970042500179,595.7159862921108,595.7251994169783,596.6951552920509,597.6930144999642,,,598.2850530419964,17.0,2.563423957908526,None,595.7251994169783,,,,,,,,,,,004,001,2025-11-18_16h40.00.482,Social Echo ,,2025.1.1,None,2025-11-18 16h40.09.345343 +0530,
images/grating_08.jpeg,agree,70.0,39,9,3,3.0,3.0601952499710023,space,3.523090709000826,None,0.0,2.86910866596736,None,,,3,9,39,7,598.3083837081213,,,,,,,,,598.3017582921311,598.3083837081213,599.2771182919387,600.2757832920179,600.7757504580077,601.2697431249544,603.8015773750376,3.0,3.0601952499710023,space,3.523090709000826,None,603.8041269581299,603.8097466670442,606.7976375001017,606.8301561251283,606.8390701669268,607.797444374999,608.7995561249554,,,609.7057107500732,0.0,2.86910866596736,None,606.8390701669268,,,,,,,,,,,004,001,2025-11-18_16h40.00.482,Social Echo ,,2025.1.1,None,2025-11-18 16h40.09.345343 +0530,
