delay,freq,condition,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,textbox.text,button.numClicks,button.timesOn,button.timesOff,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,polygon.started,polygon_2.started,key_resp.started,polygon.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,beep.started,sound_1.started,sound_1.stopped,beep.stopped,response.started,text.started,textbox.started,button.started,response.stopped,trials.textbox.text,trials.button.numClicks,trials.button.timesOn,trials.button.timesOff,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
0.1,1000,exp,110,2,9,space,1.3005030839703977,None,100,1,[1.7852930830558762],[1.7852960829623044],9,2,110,9,580.1871516670799,,580.1849953749916,580.1871516670799,581.183617291972,581.183617291972,581.183617291972,582.4897860840429,space,1.3005030839703977,None,582.4910308750113,582.5957823757237,582.9065280840732,582.8905441670213,582.893482292071,582.9065280840732,582.9065280840732,582.9065280840732,584.692075625062,100,1,[1.7852930830558762],[1.7852960829623044],001,001,2025-11-11_12h06.03.542,Intentional_binding,,2025.1.1,None,2025-11-11 12h06.08.769985 +0530,
0.4,1000,exp,111,3,9,space,0.6052707500057295,None,200,1,[1.234523041988723],[1.2345257080160081],9,3,111,10,584.6962227920303,,584.6922306250781,584.6962227920303,585.6840110840276,585.6840110840276,585.6876480419887,586.2938622500515,space,0.6052707500057295,None,586.2951851669932,586.6958107087451,587.0066202500602,586.9914322920376,586.9936850840459,587.0066202500602,587.0066202500602,587.0066202500602,588.2413797500776,200,1,[1.234523041988723],[1.2345257080160081],001,001,2025-11-11_12h06.03.542,Intentional_binding,,2025.1.1,None,2025-11-11 12h06.08.769985 +0530,
0.7,400,unexp,112,4,9,space,0.301325501059182,None,300,1,[1.0859328750520945],[1.085935915936716],9,4,112,2,588.2528405840276,,588.2415185420541,588.2528405840276,589.2295297919773,589.2295297919773,589.2477767500095,589.5344534170581,space,0.301325501059182,None,589.536193542066,590.2354403756947,590.5387152499752,590.5254911250668,590.5272756670602,590.5387152499752,590.5387152499752,590.5387152499752,591.6248927090783,300,1,[1.0859328750520945],[1.085935915936716],001,001,2025-11-11_12h06.03.542,Intentional_binding,,2025.1.1,None,2025-11-11 12h06.08.769985 +0530,
0.4,400,unexp,113,5,9,space,0.2784758750349283,None,300,1,[1.1708257499849424],[1.1708286670036614],9,5,113,1,591.6297172500053,,591.62506304204,591.6297172500053,592.6233314169804,592.6233314169804,592.6233314169804,592.9085586670553,space,0.2784758750349283,None,592.9104661250021,593.3096887507165,593.6133074590471,593.5999212920433,593.6019611670636,593.6133074590471,593.6133074590471,593.6133074590471,594.7843814999796,300,1,[1.1708257499849424],[1.1708286670036614],001,001,2025-11-11_12h06.03.542,Intentional_binding,,2025.1.1,None,2025-11-11 12h06.08.769985 +0530,
0.7,1000,exp,114,6,9,space,0.24817229202017188,None,400,1,[1.227497374988161],[1.227500333916396],9,6,114,8,594.7875845000381,,594.7845412499737,594.7875845000381,595.784528166987,595.784528166987,595.784528166987,596.0439920420758,space,0.24817229202017188,None,596.0454267499736,596.7440002506521,597.054583625053,597.0396324170288,597.0419747920241,597.054583625053,597.054583625053,597.054583625053,598.2823280839948,400,1,[1.227497374988161],[1.227500333916396],001,001,2025-11-11_12h06.03.542,Intentional_binding,,2025.1.1,None,2025-11-11 12h06.08.769985 +0530,
0.1,1000,exp,115,7,9,space,0.4689082920085639,None,200,1,[7.037070917082019],[7.037073667044751],9,7,115,6,598.2923040000023,,598.2824998750584,598.2923040000023,599.2747407499701,599.2747407499701,599.2799445419805,599.7558405000018,space,0.4689082920085639,None,599.7572879170766,599.8614492086383,600.1639224999817,600.1486959169852,600.1517213340849,600.1639224999817,600.1639224999817,600.1639224999817,607.2012542500161,200,1,[7.037070917082019],[7.037073667044751],001,001,2025-11-11_12h06.03.542,Intentional_binding,,2025.1.1,None,2025-11-11 12h06.08.769985 +0530,
0.7,1000,exp,116,8,9,space,0.2191282919375226,None,600,1,[1.540871208999306],[1.5408742500003427],9,8,116,5,607.2040007499745,,607.201450875029,607.2040007499745,608.1983437919989,608.1983437919989,608.1983437919989,608.4303850000724,space,0.2191282919375226,None,608.432035167003,609.133174375693,609.4479321669787,609.4315393340075,609.4339259170229,609.4479321669787,609.4479321669787,609.4479321669787,610.989064417081,600,1,[1.540871208999306],[1.5408742500003427],001,001,2025-11-11_12h06.03.542,Intentional_binding,,2025.1.1,None,2025-11-11 12h06.08.769985 +0530,
0.1,1000,exp,117,9,9,space,0.5106529579497874,None,200,1,[1.882721749949269],[1.8827247499721125],9,9,117,3,610.9995337920263,,610.989245792036,610.9995337920263,611.9796340840403,611.9796340840403,611.9976020000177,612.4929147090297,space,0.5106529579497874,None,612.4947604170302,612.6006419587104,612.9147309589898,612.8994375420734,612.9021386670647,612.9147309589898,612.9147309589898,612.9147309589898,614.7979516669875,200,1,[1.882721749949269],[1.8827247499721125],001,001,2025-11-11_12h06.03.542,Intentional_binding,,2025.1.1,None,2025-11-11 12h06.08.769985 +0530,
0.4,1000,exp,118,10,9,space,0.4538750830106437,None,500,1,[3.2255847909254953],[3.225588124943897],9,10,118,7,614.8090026670834,,614.7981464170152,614.8090026670834,615.7882426250726,615.7882426250726,615.8055303340079,616.2546727500157,space,0.4538750830106437,None,616.2562487090472,616.6586406257159,616.9716235420201,616.9565972089767,616.9588160000276,616.9716235420201,616.9716235420201,616.9716235420201,620.1974559590453,500,1,[3.2255847909254953],[3.225588124943897],001,001,2025-11-11_12h06.03.542,Intentional_binding,,2025.1.1,None,2025-11-11 12h06.08.769985 +0530,
0.4,1000,exp,119,11,9,space,1.5352268760325387,None,700,1,[1.3788314999546856],[1.3788343339692801],9,11,119,4,620.2072875420563,,620.1976442920277,620.2072875420563,621.1948814999778,621.1948814999778,621.2002271669917,622.7355356250191,space,1.5352268760325387,None,622.7368931249948,623.1452119167118,623.4462453749729,623.4321542920079,623.4343837919878,623.4462453749729,623.4462453749729,623.4462453749729,624.8253222090425,700,1,[1.3788314999546856],[1.3788343339692801],001,001,2025-11-11_12h06.03.542,Intentional_binding,,2025.1.1,None,2025-11-11 12h06.08.769985 +0530,
0.7,400,unexp,120,0,10,space,0.7861815000651404,None,900,1,[3.578777040936984],[3.578779957955703],10,0,120,2,624.8292235420085,,624.8254894170677,624.8292235420085,625.8208100839984,625.8208100839984,625.8208100839984,626.6138033750467,space,0.7861815000651404,None,626.6141709589865,627.316921916736,627.613463500049,627.6047599170124,627.605233417009,627.613463500049,627.613463500049,627.613463500049,631.1924959999742,900,1,[3.578777040936984],[3.578779957955703],001,001,2025-11-11_12h06.03.542,Intentional_binding,,2025.1.1,None,2025-11-11 12h06.08.769985 +0530,
0.1,1000,exp,121,1,10,space,0.35329720901791006,None,300,1,[2.392510332982056],[2.3925134579185396],10,1,121,6,631.1959822090575,,631.1927155420417,631.1959822090575,632.1815171670169,632.1815171670169,632.1937428750098,632.5457718339749,space,0.35329720901791006,None,632.5475895000855,632.6526595416401,632.9571832920192,632.9427715420024,632.944876249996,632.9571832920192,632.9571832920192,632.9571832920192,635.3499446670758,300,1,[2.392510332982056],[2.3925134579185396],001,001,2025-11-11_12h06.03.542,Intentional_binding,,2025.1.1,None,2025-11-11 12h06.08.769985 +0530,
0.4,1000,exp,122,2,10,space,0.414521542028524,None,100,1,[1.3752150420332327],[1.375218000030145],10,2,122,4,635.3548036250286,,635.3501242920756,635.3548036250286,636.3476606250042,636.3476606250042,636.3476606250042,636.7694047089899,space,0.414521542028524,None,636.7708659999771,637.1767182086517,637.4800394590711,637.4671717920573,637.4690397500526,637.4800394590711,637.4800394590711,637.4800394590711,638.855512542068,100,1,[1.3752150420332327],[1.375218000030145],001,001,2025-11-11_12h06.03.542,Intentional_binding,,2025.1.1,None,2025-11-11 12h06.08.769985 +0530,
0.4,1000,exp,123,3,10,space,0.4636861670296639,None,200,1,[1.3987261250149459],[1.398729334003292],10,3,123,10,638.8664232090814,,638.8556867500301,638.8664232090814,639.849970084033,639.849970084033,639.8545521670021,640.3205336669926,space,0.4636861670296639,None,640.3220477920258,640.7222515417418,641.025640625041,641.0121455000481,641.0141629170394,641.025640625041,641.025640625041,641.025640625041,642.4246096670395,200,1,[1.3987261250149459],[1.398729334003292],001,001,2025-11-11_12h06.03.542,Intentional_binding,,2025.1.1,None,2025-11-11 12h06.08.769985 +0530,
0.7,1000,exp,124,4,10,space,1.0766702089458704,None,800,1,[3.9758448329521343],[3.975847499910742],10,4,124,11,642.4290708340704,,642.4247942920774,642.4290708340704,643.4218830419704,643.4218830419704,643.4218830419704,644.5124562500278,space,1.0766702089458704,None,644.5137800000375,645.2176271257379,645.5319103749935,645.5163575840415,645.5191689169733,645.5319103749935,645.5319103749935,645.5319103749935,649.5079872920178,800,1,[3.9758448329521343],[3.975847499910742],001,001,2025-11-11_12h06.03.542,Intentional_binding,,2025.1.1,None,2025-11-11 12h06.08.769985 +0530,
0.7,1000,exp,125,5,10,space,0.4719542079837993,None,400,1,[1.2938252500025555],[1.293828041991219],10,5,125,5,649.5196730840253,,649.508135125041,649.5196730840253,650.496430750005,650.496430750005,650.51552283403,650.9786869169911,space,0.4719542079837993,None,650.9803095840616,651.6867005837305,651.9892042090651,651.9741249589715,651.9763816250488,651.9892042090651,651.9892042090651,651.9892042090651,653.2832842919743,400,1,[1.2938252500025555],[1.293828041991219],001,001,2025-11-11_12h06.03.542,Intentional_binding,,2025.1.1,None,2025-11-11 12h06.08.769985 +0530,
0.1,1000,exp,126,6,10,space,0.6885202089324594,None,200,1,[1.5743675410049036],[1.5743716249708086],10,6,126,3,653.2874412920792,,653.2834705420537,653.2874412920792,654.2798049590783,654.2798049590783,654.2798049590783,654.9714691670379,space,0.6885202089324594,None,654.9718475419795,655.07849008375,655.3823034589877,655.3664041670272,655.369067584048,655.3823034589877,655.3823034589877,655.3823034589877,656.9569351250539,200,1,[1.5743675410049036],[1.5743716249708086],001,001,2025-11-11_12h06.03.542,Intentional_binding,,2025.1.1,None,2025-11-11 12h06.08.769985 +0530,
0.7,1000,exp,127,7,10,space,0.7782560840714723,None,600,1,[2.322260749991983],[2.322263833018951],10,7,127,8,656.9696054999949,,656.957081458997,656.9696054999949,657.9490443340037,657.9490443340037,657.9672648750711,658.72958195908,space,0.7782560840714723,None,658.7312329170527,659.4356973757424,659.7366714170203,659.7244900839869,659.7265220420668,659.7366714170203,659.7366714170203,659.7366714170203,662.0591748750303,600,1,[2.322260749991983],[2.322263833018951],001,001,2025-11-11_12h06.03.542,Intentional_binding,,2025.1.1,None,2025-11-11 12h06.08.769985 +0530,
0.4,1000,exp,128,8,10,space,0.46202650002669543,None,100,1,[1.7956480419961736],[1.7956516669364646],10,8,128,7,662.062315584044,,662.0593427920248,662.062315584044,663.0590062499978,663.0590062499978,663.0590062499978,663.5237381249899,space,0.46202650002669543,None,663.5254664170789,663.9268067087435,664.2308206669986,664.2141870419728,664.2164079169743,664.2308206669986,664.2308206669986,664.2308206669986,666.0267282089917,100,1,[1.7956480419961736],[1.7956516669364646],001,001,2025-11-11_12h06.03.542,Intentional_binding,,2025.1.1,None,2025-11-11 12h06.08.769985 +0530,
0.1,400,unexp,129,9,10,space,0.7372424590867013,None,200,1,[2.4454163330374286],[2.4454192080302164],10,9,129,0,666.0291895000264,,666.0268692499958,666.0291895000264,667.0258222500561,667.0258222500561,667.0258222500561,667.7688114170451,space,0.7372424590867013,None,667.770318709081,667.86991683365,668.1725390000502,668.1567026670091,668.1589582500746,668.1725390000502,668.1725390000502,668.1725390000502,670.618221458979,200,1,[2.4454163330374286],[2.4454192080302164],001,001,2025-11-11_12h06.03.542,Intentional_binding,,2025.1.1,None,2025-11-11 12h06.08.769985 +0530,
0.4,400,unexp,130,10,10,space,0.9989264999749139,None,300,1,[1.3148057500366122],[1.3148084999993443],10,10,130,1,670.6209588340716,,670.6183879590826,670.6209588340716,671.6172120000701,671.6172120000701,671.6172120000701,672.6191220839974,space,0.9989264999749139,None,672.6205952920718,673.0281172916914,673.3316972500179,673.3185696250293,673.3203368340619,673.3316972500179,673.3316972500179,673.3316972500179,674.6467399999965,300,1,[1.3148057500366122],[1.3148084999993443],001,001,2025-11-11_12h06.03.542,Intentional_binding,,2025.1.1,None,2025-11-11 12h06.08.769985 +0530,
0.1,1000,exp,131,11,10,space,0.5503214169293642,None,100,1,[2.203458416974172],[2.2034620839403942],10,11,131,9,674.6570097920485,,674.6468761250144,674.6570097920485,675.6394674590556,675.6394674590556,675.652716584038,676.2026265420718,space,0.5503214169293642,None,676.2043260000646,676.3089689587398,676.6105337920599,676.596162959002,676.598336333991,676.6105337920599,676.6105337920599,676.6105337920599,678.8145308339735,100,1,[2.203458416974172],[2.2034620839403942],001,001,2025-11-11_12h06.03.542,Intentional_binding,,2025.1.1,None,2025-11-11 12h06.08.769985 +0530,
0.4,1000,exp,132,0,11,space,0.08186579204630107,None,100,1,[1.9673725418979302],[1.967375582898967],11,0,132,7,678.8244792920304,,678.8147643340053,678.8244792920304,679.807797125075,679.807797125075,679.8127818340436,679.9009981250856,space,0.08186579204630107,None,679.9014190420276,680.3014477086874,680.6043453339953,680.5880259589758,680.5901423339965,680.6043453339953,680.6043453339953,680.6043453339953,682.5719695839798,100,1,[1.9673725418979302],[1.967375582898967],001,001,2025-11-11_12h06.03.542,Intentional_binding,,2025.1.1,None,2025-11-11 12h06.08.769985 +0530,
0.1,1000,exp,133,1,11,space,0.4443385840859264,None,100,1,[1.4625895000062883],[1.4625920839607716],11,1,133,9,682.581200042041,,682.5721417920431,682.581200042041,683.570149834035,683.570149834035,683.5756754589966,684.0284860840766,space,0.4443385840859264,None,684.0291284170235,684.1290031256542,684.4309026669944,684.4170282500563,684.4190938749816,684.4309026669944,684.4309026669944,684.4309026669944,685.8937107090605,100,1,[1.4625895000062883],[1.4625920839607716],001,001,2025-11-11_12h06.03.542,Intentional_binding,,2025.1.1,None,2025-11-11 12h06.08.769985 +0530,
0.7,1000,exp,134,2,11,space,0.09239649993833154,None,300,1,[2.2220372499432415],[2.2220409580040723],11,2,134,11,685.8959534170572,,685.8938416250749,685.8959534170572,686.8801632920513,686.8801632920513,686.8962306249887,686.9864844169933,space,0.09239649993833154,None,686.9880833750358,687.6859420006551,687.9860717920819,687.9751229169779,687.9769330840791,687.9860717920819,687.9860717920819,687.9860717920819,690.2083668750711,300,1,[2.2220372499432415],[2.2220409580040723],001,001,2025-11-11_12h06.03.542,Intentional_binding,,2025.1.1,None,2025-11-11 12h06.08.769985 +0530,
0.4,1000,exp,135,3,11,space,1.3072107090847567,None,200,1,[3.1544990410329774],[3.154502750025131],11,3,135,10,690.2128462500405,,690.2085462090326,690.2128462500405,691.1951921250438,691.1951921250438,691.2110712090507,692.5062667090679,space,1.3072107090847567,None,692.507878625067,692.906607541667,693.2218026249902,693.2061436250806,693.2083532500546,693.2218026249902,693.2218026249902,693.2218026249902,696.376557459007,200,1,[3.1544990410329774],[3.154502750025131],001,001,2025-11-11_12h06.03.542,Intentional_binding,,2025.1.1,None,2025-11-11 12h06.08.769985 +0530,
0.1,400,unexp,136,4,11,space,1.188869124976918,None,300,1,[1.450152292032726],[1.4501555840251967],11,4,136,0,696.3796405839967,,696.3767891670577,696.3796405839967,697.3754085000837,697.3754085000837,697.3754085000837,698.5698989999946,space,1.188869124976918,None,698.571698209038,698.6704832916769,698.9801382090664,698.965575459064,698.9681145420764,698.9801382090664,698.9801382090664,698.9801382090664,700.4305381670129,300,1,[1.450152292032726],[1.4501555840251967],001,001,2025-11-11_12h06.03.542,Intentional_binding,,2025.1.1,None,2025-11-11 12h06.08.769985 +0530,
0.7,1000,exp,137,5,11,space,0.8789956260006875,None,700,1,[2.173097041901201],[2.173099874984473],11,5,137,8,700.439483958995,,700.4307057500118,700.439483958995,701.4213942090282,701.4213942090282,701.4410751670366,702.3025850000558,space,0.8789956260006875,None,702.3040880840272,703.0115630416587,703.3196122919908,703.3056787500391,703.3078447500011,703.3196122919908,703.3196122919908,703.3196122919908,705.4929535000119,700,1,[2.173097041901201],[2.173099874984473],001,001,2025-11-11_12h06.03.542,Intentional_binding,,2025.1.1,None,2025-11-11 12h06.08.769985 +0530,
0.7,1000,exp,138,6,11,space,0.34608087595552206,None,800,1,[5.832829124992713],[5.832832916988991],11,6,138,5,705.4958868750837,,705.4931455419865,705.4958868750837,706.4839580000844,706.4839580000844,706.4875121250516,706.8335009589791,space,0.34608087595552206,None,706.8352354590315,707.5338750007252,707.8340914170258,707.8211368750781,707.8229472090025,707.8340914170258,707.8340914170258,707.8340914170258,713.6671928340802,800,1,[5.832829124992713],[5.832832916988991],001,001,2025-11-11_12h06.03.542,Intentional_binding,,2025.1.1,None,2025-11-11 12h06.08.769985 +0530,
0.4,1000,exp,139,7,11,space,0.473228459013626,None,200,1,[2.8193478749599308],[2.8193507499527186],11,7,139,4,713.6711040840019,,713.6673726249719,713.6711040840019,714.6616480000084,714.6616480000084,714.6616480000084,715.1410159589723,space,0.473228459013626,None,715.142629042035,715.5529318337251,715.8629005000694,715.8472192090703,715.8494335419964,715.8629005000694,715.8629005000694,715.8629005000694,718.6825063340366,200,1,[2.8193478749599308],[2.8193507499527186],001,001,2025-11-11_12h06.03.542,Intentional_binding,,2025.1.1,None,2025-11-11 12h06.08.769985 +0530,
0.7,400,unexp,140,8,11,space,0.6404675010126084,None,300,1,[3.2437164169969037],[3.2437199170235544],11,8,140,2,718.6890224589733,,718.6827100840164,718.6890224589733,719.6832939999877,719.6832939999877,719.6832939999877,720.3294188750442,space,0.6404675010126084,None,720.3309837090783,721.0294053337459,721.3277540840209,721.3171081250766,721.3188931250479,721.3277540840209,721.3277540840209,721.3277540840209,724.5717117500026,300,1,[3.2437164169969037],[3.2437199170235544],001,001,2025-11-11_12h06.03.542,Intentional_binding,,2025.1.1,None,2025-11-11 12h06.08.769985 +0530,
0.1,1000,exp,141,9,11,space,0.3117238760460168,None,400,1,[1.5118970409967005],[1.5119006249587983],11,9,141,6,724.581311875023,,724.5719075420639,724.581311875023,725.5741870420752,725.5741870420752,725.5741870420752,725.8963546670275,space,0.3117238760460168,None,725.8979616250144,725.9961626256738,726.2974937090185,726.2833880840335,726.2852831250057,726.2974937090185,726.2974937090185,726.2974937090185,727.8096545840381,400,1,[1.5118970409967005],[1.5119006249587983],001,001,2025-11-11_12h06.03.542,Intentional_binding,,2025.1.1,None,2025-11-11 12h06.08.769985 +0530,
0.1,1000,exp,142,10,11,space,1.0451724999584258,None,300,1,[5.8888987499522045],[5.8889018329791725],11,10,142,3,727.8124780419748,,727.8099103750428,727.8124780419748,728.8102194590028,728.8102194590028,728.8102194590028,729.8691210839897,space,1.0451724999584258,None,729.8707292090403,729.9711564166394,730.2692316250177,730.25870450004,730.2605351250386,730.2692316250177,730.2692316250177,730.2692316250177,736.1583809590666,300,1,[5.8888987499522045],[5.8889018329791725],001,001,2025-11-11_12h06.03.542,Intentional_binding,,2025.1.1,None,2025-11-11 12h06.08.769985 +0530,
0.4,400,unexp,143,11,11,space,0.9241324589820579,None,400,1,[5.200525625026785],[5.200529125053436],11,11,143,1,736.1630430000369,,736.1585757500725,736.1630430000369,737.1510934170801,737.1510934170801,737.1558776670136,738.086977042025,space,0.9241324589820579,None,738.0886180839734,738.4861166256635,738.7884699590504,738.7753008750733,738.7769381670514,738.7884699590504,738.7884699590504,738.7884699590504,743.9895642499905,400,1,[5.200525625026785],[5.200529125053436],001,001,2025-11-11_12h06.03.542,Intentional_binding,,2025.1.1,None,2025-11-11 12h06.08.769985 +0530,
0.7,1000,exp,144,0,12,space,1.4368384589906782,None,300,1,[1.11042058293242],[1.1104245419846848],12,0,144,11,744.0003300840035,,743.9897720420267,744.0003300840035,744.9892482090509,744.9892482090509,744.9892482090509,746.4313128750073,space,1.4368384589906782,None,746.4328854170162,747.1310450006897,747.4451488750055,747.4314000000013,747.4335540840402,747.4451488750055,747.4451488750055,747.4451488750055,748.5561716670636,300,1,[1.11042058293242],[1.1104245419846848],001,001,2025-11-11_12h06.03.542,Intentional_binding,,2025.1.1,None,2025-11-11 12h06.08.769985 +0530,
0.7,1000,exp,145,1,12,space,0.36062549997586757,None,400,1,[1.648083791951649],[1.6480869168881327],12,1,145,5,748.5671347919852,,748.5564228340518,748.5671347919852,749.5463067500386,749.5463067500386,749.5642415840412,749.9203084170585,space,0.36062549997586757,None,749.9207015000284,750.6206552916594,750.9256735420786,750.9110187920742,750.9126299590571,750.9256735420786,750.9256735420786,750.9256735420786,752.5740029170411,400,1,[1.648083791951649],[1.6480869168881327],001,001,2025-11-11_12h06.03.542,Intentional_binding,,2025.1.1,None,2025-11-11 12h06.08.769985 +0530,
0.4,400,unexp,146,2,12,space,1.4685548329725862,None,300,1,[0.886098290910013],[0.8861011659028009],12,2,146,1,752.5787888340419,,752.5742093750741,752.5787888340419,753.5772729590535,753.5772729590535,753.5772729590535,755.0517949589994,space,1.4685548329725862,None,755.0533391670324,755.4607630416906,755.7638850420481,755.7496948339976,755.7513752090745,755.7638850420481,755.7638850420481,755.7638850420481,756.6502361670136,300,1,[0.886098290910013],[0.8861011659028009],001,001,2025-11-11_12h06.03.542,Intentional_binding,,2025.1.1,None,2025-11-11 12h06.08.769985 +0530,
0.7,1000,exp,147,3,12,space,0.43234087503515184,None,400,1,[1.9358574580401182],[1.9358602500287816],12,3,147,8,756.6542758750729,,756.6504209170816,756.6542758750729,757.6413582920795,757.6413582920795,757.6461951250676,758.0865809590323,space,0.43234087503515184,None,758.088532792055,758.7877862087373,759.0969451250276,759.0810790840769,759.0836899590213,759.0969451250276,759.0969451250276,759.0969451250276,761.0330675840378,400,1,[1.9358574580401182],[1.9358602500287816],001,001,2025-11-11_12h06.03.542,Intentional_binding,,2025.1.1,None,2025-11-11 12h06.08.769985 +0530,
0.1,400,unexp,148,4,12,space,0.7965935009997338,None,200,1,[1.4783210839377716],[1.478324083960615],12,4,148,0,761.0369964590063,,761.0332641249988,761.0369964590063,762.0320564999711,762.0320564999711,762.0320564999711,762.837256167084,space,0.7965935009997338,None,762.8388942090096,762.9452168336759,763.2513926250394,763.2360437919851,763.2379390000133,763.2513926250394,763.2513926250394,763.2513926250394,764.7299703339813,200,1,[1.4783210839377716],[1.478324083960615],001,001,2025-11-11_12h06.03.542,Intentional_binding,,2025.1.1,None,2025-11-11 12h06.08.769985 +0530,
0.7,400,unexp,149,5,12,space,0.49280975095462054,None,500,1,[0.8204628750681877],[0.820465917000547],12,5,149,2,764.7396774169756,,764.7301449170336,764.7396774169756,765.725699917064,765.725699917064,765.730712583987,766.2299039589707,space,0.49280975095462054,None,766.2314933750313,766.9341345007454,767.2379366250243,767.2213983340189,767.223653958994,767.2379366250243,767.2379366250243,767.2379366250243,768.0586519590579,500,1,[0.8204628750681877],[0.820465917000547],001,001,2025-11-11_12h06.03.542,Intentional_binding,,2025.1.1,None,2025-11-11 12h06.08.769985 +0530,
0.1,1000,exp,150,6,12,space,0.3149086249759421,None,300,1,[1.2969313750509173],[1.2969343330478296],12,6,150,3,768.0627271670382,,768.0588281670352,768.0627271670382,769.050538541982,769.050538541982,769.0546836670255,769.3707982919877,space,0.3149086249759421,None,769.3724214170361,769.4773443337219,769.7872448340058,769.772040000069,769.7746989170555,769.7872448340058,769.7872448340058,769.7872448340058,771.0844364590012,300,1,[1.2969313750509173],[1.2969343330478296],001,001,2025-11-11_12h06.03.542,Intentional_binding,,2025.1.1,None,2025-11-11 12h06.08.769985 +0530,
0.4,1000,exp,151,7,12,space,0.46364433295093477,None,700,1,[4.1694868330378085],[4.169489791034721],12,7,151,4,771.0871637089876,,771.0846096250461,771.0871637089876,772.0847526249709,772.0847526249709,772.0847526249709,772.5550572919892,space,0.46364433295093477,None,772.5565445420798,772.9611491667495,773.2638040420134,773.2500844590832,773.251825042069,773.2638040420134,773.2638040420134,773.2638040420134,777.4335585840745,700,1,[4.1694868330378085],[4.169489791034721],001,001,2025-11-11_12h06.03.542,Intentional_binding,,2025.1.1,None,2025-11-11 12h06.08.769985 +0530,
0.4,1000,exp,152,8,12,space,0.3846362920012325,None,400,1,[1.3605300829512998],[1.360532750026323],12,8,152,7,777.4376580420649,,777.4337225420168,777.4376580420649,778.4226250000065,778.4226250000065,778.435195249971,778.8104333339725,space,0.3846362920012325,None,778.8120631669881,779.2168206256504,779.5306915000547,779.5143104169983,779.5170066669816,779.5306915000547,779.5306915000547,779.5306915000547,780.8914719170425,400,1,[1.3605300829512998],[1.360532750026323],001,001,2025-11-11_12h06.03.542,Intentional_binding,,2025.1.1,None,2025-11-11 12h06.08.769985 +0530,
0.1,1000,exp,153,9,12,space,0.5488730419892818,None,300,1,[1.305476083070971],[1.3054790410678834],12,9,153,6,780.8966192919761,,780.8916382089956,780.8966192919761,781.8835975000402,781.8835975000402,781.8879801670555,782.4356958749704,space,0.5488730419892818,None,782.4368501249701,782.5372453337225,782.8439295419957,782.8288384589832,782.830909625045,782.8439295419957,782.8439295419957,782.8439295419957,784.1496530420845,300,1,[1.305476083070971],[1.3054790410678834],001,001,2025-11-11_12h06.03.542,Intentional_binding,,2025.1.1,None,2025-11-11 12h06.08.769985 +0530,
0.1,1000,exp,154,10,12,space,0.2978763749124482,None,300,1,[1.63411049998831],[1.6341136250412092],12,10,154,9,784.1539636250818,,784.1498340000398,784.1539636250818,785.1391816249816,785.1391816249816,785.151492333971,785.4405690419953,space,0.2978763749124482,None,785.4421883340692,785.5415484166626,785.8565055420622,785.8411889590789,785.843817917048,785.8565055420622,785.8565055420622,785.8565055420622,787.4908725420246,300,1,[1.63411049998831],[1.6341136250412092],001,001,2025-11-11_12h06.03.542,Intentional_binding,,2025.1.1,None,2025-11-11 12h06.08.769985 +0530,
0.4,1000,exp,155,11,12,space,0.3012849579099566,None,300,1,[1.8054929591016844],[1.805496042012237],12,11,155,10,787.5011781670619,,787.4910304170335,787.5011781670619,788.4826669170288,788.4826669170288,788.500130083994,788.7864420000697,space,0.3012849579099566,None,788.7881475420436,789.192236416686,789.5072439169744,789.490867500077,789.4936455000425,789.5072439169744,789.5072439169744,789.5072439169744,791.3129885420203,300,1,[1.8054929591016844],[1.805496042012237],001,001,2025-11-11_12h06.03.542,Intentional_binding,,2025.1.1,None,2025-11-11 12h06.08.769985 +0530,
0.7,400,unexp,156,0,13,space,0.3490720840636641,None,500,1,[4.831187665928155],[4.831191374920309],13,0,156,2,791.322938999976,,791.3131440000143,791.322938999976,792.3047612090595,792.3047612090595,792.3244925839826,792.6557645420544,space,0.3490720840636641,None,792.6571247089887,793.3686104587434,793.6764984170441,793.6633267920697,793.6652706670575,793.6764984170441,793.6764984170441,793.6764984170441,798.507950374973,500,1,[4.831187665928155],[4.831191374920309],001,001,2025-11-11_12h06.03.542,Intentional_binding,,2025.1.1,None,2025-11-11 12h06.08.769985 +0530,
0.1,1000,exp,157,1,13,space,0.83117466699332,None,100,1,[2.1720328330993652],[2.172036416013725],13,1,157,6,798.5122315000044,,798.5081810420379,798.5122315000044,799.507505375077,799.507505375077,799.507505375077,800.3409212500555,space,0.83117466699332,None,800.3425366670126,800.4421260416896,800.7434395420132,800.7295910000103,800.7319227090338,800.7434395420132,800.7434395420132,800.7434395420132,802.9157177919988,100,1,[2.1720328330993652],[2.172036416013725],001,001,2025-11-11_12h06.03.542,Intentional_binding,,2025.1.1,None,2025-11-11 12h06.08.769985 +0530,
