stimulus,feedback_type,fake_feedback,thisN,thisTrialN,thisRepN,slider_initial.response,slider_initial.rt,key_resp.keys,key_resp.rt,key_resp.duration,slider_final.response,slider_final.rt,key_resp_2.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Instruction.started,instr_text.started,instr_key.started,Instruction.stopped,instr_key.keys,instr_key.rt,instr_key.duration,InitialRating.started,slider_initial.started,stim_image.started,key_resp.started,rating_prompt.started,stim_image.stopped,InitialRating.stopped,trials.slider_initial.response,trials.slider_initial.rt,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,Feedback.started,feedback_text.started,feedback_text.stopped,Feedback.stopped,ReRating.started,slider_final.started,stim_image2.started,key_resp_2.started,rating_prompt2.started,stim_image2.stopped,ReRating.stopped,trials.slider_final.response,trials.slider_final.rt,trials.key_resp_2.keys,Debrief.started,debrief_text.started,key_debrief.started,debrief_text.stopped,Debrief.stopped,key_debrief.keys,key_debrief.rt,key_debrief.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
images/grating_07.jpeg,neutral,65.0,11,1,1,29.0,2.256664250046015,space,0.9488492081873119,None,39.0,2.5857428330928087,None,1,1,11,6,131.09823733381927,,,,,,,,,131.0911816249136,131.09823733381927,132.06316658388823,133.06310754199512,133.56303162500262,,134.01672495901585,29.0,2.256664250046015,space,0.9488492081873119,None,134.01954445894808,134.0254040840082,137.0538536668755,137.01156312483363,137.04532929183915,137.0538536668755,138.00627329200506,139.01522216689773,,,139.64237295882776,39.0,2.5857428330928087,None,,,,,,,,,002,001,2025-11-18_09h31.07.098,Social Echo ,,2025.1.1,None,2025-11-18 09h31.21.043196 +0530,
images/grating_06.jpeg,neutral,50.0,12,2,1,54.0,2.6180146250408143,space,1.7063965001143515,None,54.0,2.047805374953896,None,1,2,12,5,139.66276916698553,,,,,,,,,139.65733258402906,139.66276916698553,140.6401727090124,141.63033545902,142.1310337500181,142.63779537496157,143.3422510419041,54.0,2.6180146250408143,space,1.7063965001143515,None,143.34425170882605,143.34952349984087,146.37427408387884,146.3341314168647,146.36539941700175,146.37427408387884,147.33671924984083,148.33406583382748,,,148.41888875002041,54.0,2.047805374953896,None,,,,,,,,,002,001,2025-11-18_09h31.07.098,Social Echo ,,2025.1.1,None,2025-11-18 09h31.21.043196 +0530,
images/grating_03.jpeg,agree,80.0,13,3,1,69.0,2.5387482079677284,space,1.5503207088913769,None,77.0,2.2846542501356453,None,1,3,13,2,148.4370828748215,,,,,,,,,148.43032112484798,148.4370828748215,149.40884462487884,150.40919908392243,150.91766224987805,151.40070299990475,151.96219779201783,69.0,2.5387482079677284,space,1.5503207088913769,None,151.96479279198684,151.9704252090305,,154.964141999837,154.98296808381565,154.99270750000142,155.95092095900327,156.95230366685428,,,157.2775023339782,77.0,2.2846542501356453,None,,,,,,,,,002,001,2025-11-18_09h31.07.098,Social Echo ,,2025.1.1,None,2025-11-18 09h31.21.043196 +0530,
images/grating_05.jpeg,disagree,10.0,14,4,1,27.0,3.678220124915242,space,3.1459313749801368,None,12.0,2.3241243751253933,None,1,4,14,4,157.29005774995312,,,,,,,,,157.2840904588811,157.29005774995312,158.26731033390388,159.26906537497416,159.7760317500215,160.26204245886765,162.42162041692063,27.0,3.678220124915242,space,3.1459313749801368,None,162.42434383393265,162.43027583393268,,165.42314733401872,165.43780316691846,165.44858854194172,166.41996095888317,167.419831834035,,,167.76822870899923,12.0,2.3241243751253933,None,,,,,,,,,002,001,2025-11-18_09h31.07.098,Social Echo ,,2025.1.1,None,2025-11-18 09h31.21.043196 +0530,
images/grating_08.jpeg,agree,70.0,15,5,1,28.0,2.1823533340357244,space,0.9102529580704868,None,49.0,2.6607385829556733,None,1,5,15,7,167.79431112483144,,,,,,,,,167.7884122498799,167.79431112483144,168.7624026669655,169.7615988748148,170.25933841685764,,170.6793029999826,28.0,2.1823533340357244,space,0.9102529580704868,None,170.6818998749368,170.68756595882587,173.71153783402406,173.67184770898893,173.70324258389883,173.71153783402406,174.67160158394836,175.6734936668072,,,176.37351649999619,49.0,2.6607385829556733,None,,,,,,,,,002,001,2025-11-18_09h31.07.098,Social Echo ,,2025.1.1,None,2025-11-18 09h31.21.043196 +0530,
images/grating_04.jpeg,agree,70.0,16,6,1,51.0,2.649007458006963,space,2.568698458140716,None,76.0,2.158846207894385,None,1,6,16,3,176.41203595884144,,,,,,,,,176.40522862481885,176.41203595884144,177.37085429183207,178.370268083876,178.86933274986222,179.35937054199167,180.94500708393753,51.0,2.649007458006963,space,2.568698458140716,None,180.94509087502956,180.95121979201213,183.99308345885947,183.93412083387375,183.98533591697924,183.99308345885947,184.94299024995416,185.94378245901316,,,186.15071770898066,76.0,2.158846207894385,None,,,,,,,,,002,001,2025-11-18_09h31.07.098,Social Echo ,,2025.1.1,None,2025-11-18 09h31.21.043196 +0530,
images/grating_10.jpeg,agree,80.0,17,7,1,83.0,2.42291216715239,space,1.3130908750463277,None,84.0,1.794176666997373,None,1,7,17,9,186.17723858403042,,,,,,,,,186.17039237497374,186.17723858403042,187.1423121248372,188.14429241698235,188.64238837501034,189.13635970884934,189.4610935000237,83.0,2.42291216715239,space,1.3130908750463277,None,189.46388649987057,189.46914258389734,,192.46410454181023,192.4960023339372,192.505071667023,193.45788120897487,,,,194.29679974983446,84.0,1.794176666997373,None,,,,,,,,,002,001,2025-11-18_09h31.07.098,Social Echo ,,2025.1.1,None,2025-11-18 09h31.21.043196 +0530,
images/grating_09.jpeg,disagree,50.0,18,8,1,25.0,3.1120086670853198,space,1.5171729589346796,None,31.0,2.1253745830617845,None,1,8,18,8,194.31079812487587,,,,,,,,,194.30476545891725,194.31079812487587,195.28806312498637,196.28799274982885,196.78823095886037,197.2835647498723,197.8082696669735,25.0,3.1120086670853198,space,1.5171729589346796,None,197.81091154180467,197.81676574982703,200.82350341696292,200.80129837500863,200.81343362480402,200.82350341696292,201.80486845900305,202.80496574984863,,,202.9476554589346,31.0,2.1253745830617845,None,,,,,,,,,002,001,2025-11-18_09h31.07.098,Social Echo ,,2025.1.1,None,2025-11-18 09h31.21.043196 +0530,
images/grating_01.jpeg,neutral,50.0,19,9,1,57.0,2.689144833944738,space,1.608473249943927,None,57.0,1.824742458993569,None,1,9,19,0,202.98712704190984,,,,,,,,,202.98023508396,202.98712704190984,203.94253545883112,204.94243970885873,205.442959374981,205.93543750001118,206.56019129185006,57.0,2.689144833944738,space,1.608473249943927,None,206.56027766689658,206.56823574984446,209.61153604183346,209.5534200000111,209.60381820891052,209.61153604183346,210.55901316693053,,,,211.43438308383338,57.0,1.824742458993569,None,,,,,,,,,002,001,2025-11-18_09h31.07.098,Social Echo ,,2025.1.1,None,2025-11-18 09h31.21.043196 +0530,
images/grating_10.jpeg,agree,80.0,20,0,2,79.0,2.2565438330639154,space,0.8674953761510551,None,83.0,2.218231000006199,None,2,0,20,9,211.4604097090196,,,,,,,,,211.45345016685314,211.4604097090196,212.42553662485443,213.4279113339726,213.9256593338214,,214.30191837484017,79.0,2.2565438330639154,space,0.8674953761510551,None,214.3044495419599,214.30944629199803,,217.30423158383928,217.32709633396007,217.3352131668944,218.2921863340307,219.29279241687618,,,219.55148220900446,83.0,2.218231000006199,None,,,,,,,,,002,001,2025-11-18_09h31.07.098,Social Echo ,,2025.1.1,None,2025-11-18 09h31.21.043196 +0530,
images/grating_02.jpeg,disagree,20.0,21,1,2,16.0,2.224542124895379,space,1.1369450420606881,None,6.0,2.3579025000799447,None,2,1,21,1,219.57017262489535,,,,,,,,,219.5633522500284,219.57017262489535,220.5434236668516,221.54258825001307,222.0423029169906,222.5360921670217,222.68474941700697,16.0,2.224542124895379,space,1.1369450420606881,None,222.6872755419463,222.6926246669609,225.7053011248354,225.6817361668218,225.69614533381537,225.7053011248354,226.67851354181767,227.67927991691977,,,228.0597966669593,6.0,2.3579025000799447,None,,,,,,,,,002,001,2025-11-18_09h31.07.098,Social Echo ,,2025.1.1,None,2025-11-18 09h31.21.043196 +0530,
images/grating_01.jpeg,neutral,50.0,22,2,2,36.0,2.939472292084247,space,1.3655567499808967,None,49.0,2.385711957933381,None,2,2,22,0,228.098065166967,,,,,,,,,228.09128908393905,228.098065166967,229.05646204203367,230.05552291683853,230.55531245889142,231.05600929190405,231.42529799998738,36.0,2.939472292084247,space,1.3655567499808967,None,231.4278792499099,231.43374708388,234.47696166695096,234.41807529190555,234.46955945901573,234.47696166695096,235.41362216696143,236.42154087498784,,,236.86458879197016,49.0,2.385711957933381,None,,,,,,,,,002,001,2025-11-18_09h31.07.098,Social Echo ,,2025.1.1,None,2025-11-18 09h31.21.043196 +0530,
images/grating_08.jpeg,agree,70.0,23,3,2,49.0,3.864290416939184,space,3.1747232920024544,None,35.0,2.783645707881078,None,2,3,23,7,236.8915323750116,,,,,,,,,236.8846856248565,236.8915323750116,237.86284366692416,238.85503033385612,239.35471383389086,239.85454774997197,242.0323278750293,49.0,3.864290416939184,space,3.1747232920024544,None,242.03490699990653,242.04035787493922,,245.03469541692175,245.06763058388606,245.0765092088841,246.02713449997827,247.02572558401152,,,247.86148729198612,35.0,2.783645707881078,None,,,,,,,,,002,001,2025-11-18_09h31.07.098,Social Echo ,,2025.1.1,None,2025-11-18 09h31.21.043196 +0530,
images/grating_05.jpeg,disagree,10.0,24,4,2,47.0,4.808073416119441,space,10.571014626184478,None,16.0,1.910309667000547,None,2,4,24,4,247.8765592498239,,,,,,,,,247.86993012484163,247.8765592498239,248.8590090838261,249.8593486249447,250.35886624990962,250.8523823749274,260.43846462480724,47.0,4.808073416119441,space,10.571014626184478,None,260.4411769169383,260.44756349991076,,263.4389121248387,263.4527198749129,263.4622463339474,264.4340262499172,,,,265.3684741249308,16.0,1.910309667000547,None,,,,,,,,,002,001,2025-11-18_09h31.07.098,Social Echo ,,2025.1.1,None,2025-11-18 09h31.21.043196 +0530,
images/grating_04.jpeg,agree,70.0,25,5,2,57.0,2.399796542013064,space,0.9913119999691844,None,70.0,2.2427990830037743,None,2,5,25,3,265.4056462920271,,,,,,,,,265.398740708828,265.4056462920271,266.36488020885736,267.3634492920246,267.86602604202926,268.3544904589653,268.3640195839107,57.0,2.399796542013064,space,0.9913119999691844,None,268.36645845882595,268.37066799984314,271.4246741249226,271.3606853748206,271.41717029199935,271.4246741249226,272.3592652089428,273.3606067090295,,,273.66757083381526,70.0,2.2427990830037743,None,,,,,,,,,002,001,2025-11-18_09h31.07.098,Social Echo ,,2025.1.1,None,2025-11-18 09h31.21.043196 +0530,
images/grating_07.jpeg,neutral,65.0,26,6,2,None,None,space,2.2136626259889454,None,51.0,2.2524086248595268,None,2,6,26,6,273.6949799170252,,,,,,,,,273.6879584589042,273.6949799170252,274.6615327920299,275.662324792007,276.16091629187576,276.6513159999158,277.88015216682106,None,None,space,2.2136626259889454,None,277.88308275002055,277.8892407089006,280.91587395896204,280.87232458381914,280.9071542089805,280.91587395896204,281.8773406248074,282.8792364168912,,,283.16855004196987,51.0,2.2524086248595268,None,,,,,,,,,002,001,2025-11-18_09h31.07.098,Social Echo ,,2025.1.1,None,2025-11-18 09h31.21.043196 +0530,
images/grating_03.jpeg,agree,80.0,27,7,2,55.0,3.9962579999119043,space,2.432592500001192,None,55.0,5.589102457975969,None,2,7,27,2,283.18653929186985,,,,,,,,,283.1797586248722,283.18653929186985,284.16816933383234,285.16810279199854,285.6676187918056,286.1608586248476,287.6031202918384,55.0,3.9962579999119043,space,2.432592500001192,None,287.6056811248418,287.6113129998557,,290.60447804187424,290.623957416974,290.6333343340084,291.6001945838798,292.5920074998867,294.0941439168528,294.5930227090139,296.2185339999851,55.0,5.589102457975969,None,,,,,,,,,002,001,2025-11-18_09h31.07.098,Social Echo ,,2025.1.1,None,2025-11-18 09h31.21.043196 +0530,
