poss,corr_resp,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Welcome.started,Welcome.stopped,trial.started,fixation.started,line1.started,line2.started,line3.started,line4.started,fixation.stopped,probe.started,key_resp.started,probe.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,trials_2.key_resp.keys,trials_2.key_resp.corr,trials_2.key_resp.rt,trials_2.key_resp.duration,Thank_you.started,Thank_you.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
-50,x,20,0,5,x,1,0.5753364589763805,None,5,0,20,0,,,,,55.53807574999519,,,,55.5262177499244,55.53807574999519,56.52474633289967,56.52474633289967,56.52474633289967,56.52474633289967,56.53045924997423,57.516226749983616,57.516226749983616,,58.09325391694438,x,1,0.5753364589763805,None,,,,,,,001,001,2025-10-02_16h31.19.156,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h32.00.776549 +0530,
150,v,21,1,5,v,1,0.6028908339794725,None,5,1,21,1,,,,,58.09674574993551,,,,58.09341858292464,58.09674574993551,59.091388207976706,59.091388207976706,59.091388207976706,59.091388207976706,59.097094457945786,60.087590332957916,60.087590332957916,,60.692077666986734,v,1,0.6028908339794725,None,,,,,,,001,001,2025-10-02_16h31.19.156,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h32.00.776549 +0530,
50,c ,22,2,5,c,0,0.6011935839196667,None,5,2,22,2,,,,,60.70223458297551,,,,60.6929726669332,60.70223458297551,61.68936774996109,61.68936774996109,61.68936774996109,61.68936774996109,61.69478362496011,62.68921087495983,62.68921087495983,,63.2972818328999,c,0,0.6011935839196667,None,,,,,,,001,001,2025-10-02_16h31.19.156,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h32.00.776549 +0530,
-150,z,23,3,5,z,1,0.8735644170083106,None,5,3,23,3,,,,,63.304517291951925,,,,63.29774083290249,63.304517291951925,64.28577491699252,64.28577491699252,64.28577491699252,64.28577491699252,64.30324787495192,65.29677762498613,65.29677762498613,,66.18439545796718,z,1,0.8735644170083106,None,,,,,,,001,001,2025-10-02_16h31.19.156,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h32.00.776549 +0530,
-50,x,24,0,6,x,1,0.6044134589610621,None,6,0,24,0,,,,,66.19314954197034,,,,66.18526687496342,66.19314954197034,67.17975412495434,67.17975412495434,67.17975412495434,67.17975412495434,67.18427154188976,68.17586412490346,68.17586412490346,,68.78979379194789,x,1,0.6044134589610621,None,,,,,,,001,001,2025-10-02_16h31.19.156,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h32.00.776549 +0530,
150,v,25,1,6,v,1,0.6276133339852095,None,6,1,25,1,,,,,68.79890766693279,,,,68.790416374919,68.79890766693279,69.77913154195994,69.77913154195994,69.77913154195994,69.77913154195994,69.79644029191695,70.78856279200409,70.78856279200409,,71.41762933298014,v,1,0.6276133339852095,None,,,,,,,001,001,2025-10-02_16h31.19.156,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h32.00.776549 +0530,
50,c ,26,2,6,c,0,0.5718037079786882,None,6,2,26,2,,,,,71.42483387491666,,,,71.4180289999349,71.42483387491666,72.41426549991593,72.41426549991593,72.41426549991593,72.41426549991593,72.41426549991593,73.4143561249366,73.4143561249366,,73.99040183296893,c,0,0.5718037079786882,None,,,,,,,001,001,2025-10-02_16h31.19.156,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h32.00.776549 +0530,
-150,z,27,3,6,z,1,0.5800882920157164,None,6,3,27,3,,,,,74.00170562497806,,,,73.99125949991867,74.00170562497806,74.98677641700488,74.98677641700488,74.98677641700488,74.98677641700488,74.99250079190824,75.99101770797279,75.99101770797279,,76.58305162494071,z,1,0.5800882920157164,None,,,,,,,001,001,2025-10-02_16h31.19.156,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h32.00.776549 +0530,
-50,x,28,0,7,x,1,0.545022709062323,None,7,0,28,0,,,,,76.59378770797048,,,,76.58397108293138,76.59378770797048,77.58066737500485,77.58066737500485,77.58066737500485,77.58066737500485,77.58610449999105,78.57507470797282,78.57507470797282,,79.12168495799415,x,1,0.545022709062323,None,,,,,,,001,001,2025-10-02_16h31.19.156,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h32.00.776549 +0530,
150,v,29,1,7,v,1,0.566965083940886,None,7,1,29,1,,,,,79.12552195799071,,,,79.12208291690331,79.12552195799071,80.11994266696274,80.11994266696274,80.11994266696274,80.11994266696274,80.11994266696274,81.12105741689447,81.12105741689447,,81.69750899996143,v,1,0.566965083940886,None,,,,,,,001,001,2025-10-02_16h31.19.156,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h32.00.776549 +0530,
50,c ,30,2,7,c,0,0.6099559590220451,None,7,2,30,2,,,,,81.7051369579276,,,,81.69813837495167,81.7051369579276,82.6970574168954,82.6970574168954,82.6970574168954,82.6970574168954,82.70253341691568,83.69689295790158,83.69689295790158,,84.30950604192913,c,0,0.6099559590220451,None,,,,,,,001,001,2025-10-02_16h31.19.156,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h32.00.776549 +0530,
-150,z,31,3,7,z,1,0.7715399590088055,None,7,3,31,3,,,,,84.31716720794793,,,,84.30999520793557,84.31716720794793,85.3053093329072,85.3053093329072,85.3053093329072,85.3053093329072,85.31024479190819,86.31136058294214,86.31136058294214,,87.08834274997935,z,1,0.7715399590088055,None,,,,,,,001,001,2025-10-02_16h31.19.156,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h32.00.776549 +0530,
-50,x,32,0,8,x,1,0.9446188330184668,None,8,0,32,0,,,,,87.0955417919904,,,,87.08876529196277,87.0955417919904,88.08801283291541,88.08801283291541,88.08801283291541,88.08801283291541,88.092721916968,89.07813879195601,89.07813879195601,,90.0290434579365,x,1,0.9446188330184668,None,,,,,,,001,001,2025-10-02_16h31.19.156,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h32.00.776549 +0530,
150,v,33,1,8,v,1,0.584910332923755,None,8,1,33,1,,,,,90.03661470790394,,,,90.02957687492017,90.03661470790394,91.01762237492949,91.01762237492949,91.01762237492949,91.01762237492949,91.03410299995448,92.02180804195814,92.02180804195814,,92.61520000000019,v,1,0.584910332923755,None,,,,,,,001,001,2025-10-02_16h31.19.156,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h32.00.776549 +0530,
50,c ,34,2,8,c,0,0.6254981670062989,None,8,2,34,2,,,,,92.62279654189479,,,,92.61576224991586,92.62279654189479,93.61449933296535,93.61449933296535,93.61449933296535,93.61449933296535,93.62014820799232,94.6151778328931,94.6151778328931,,95.2493109999923,c,0,0.6254981670062989,None,,,,,,,001,001,2025-10-02_16h31.19.156,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h32.00.776549 +0530,
-150,z,35,3,8,z,1,0.825170167023316,None,8,3,35,3,,,,,95.25837679195683,,,,95.25015683297534,95.25837679195683,96.24526029196568,96.24526029196568,96.24526029196568,96.24526029196568,96.25080687494483,97.24738083290868,97.24738083290868,,98.07750074996147,z,1,0.825170167023316,None,,,,,,,001,001,2025-10-02_16h31.19.156,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h32.00.776549 +0530,
-50,x,36,0,9,x,1,0.9226403760258108,None,9,0,36,0,,,,,98.08451554190833,,,,98.07820524997078,98.08451554190833,99.07853754190728,99.07853754190728,99.07853754190728,99.07853754190728,99.07853754190728,100.07489999989048,100.07489999989048,,101.00148529198486,x,1,0.9226403760258108,None,,,,,,,001,001,2025-10-02_16h31.19.156,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h32.00.776549 +0530,
150,v,37,1,9,v,1,0.784381499979645,None,9,1,37,1,,,,,101.00933341693599,,,,101.00216904189438,101.00933341693599,101.99371999991126,101.99371999991126,101.99371999991126,101.99371999991126,102.00583716691472,102.99704999988899,102.99704999988899,,103.7882927499013,v,1,0.784381499979645,None,,,,,,,001,001,2025-10-02_16h31.19.156,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h32.00.776549 +0530,
50,c ,38,2,9,c,0,0.6159130419837311,None,9,2,38,2,,,,,103.79552570800297,,,,103.78871708293445,103.79552570800297,104.77585870795883,104.77585870795883,104.77585870795883,104.77585870795883,104.79383300000336,105.78644208295736,105.78644208295736,,106.40426866698544,c,0,0.6159130419837311,None,,,,,,,001,001,2025-10-02_16h31.19.156,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h32.00.776549 +0530,
-150,z,39,3,9,z,1,0.6424917090917006,None,9,3,39,3,,,,,106.41240191692486,,,,106.4053179579787,106.41240191692486,107.39568174991291,107.39568174991291,107.39568174991291,107.39568174991291,107.40102529199794,108.39691445790231,108.39691445790231,,109.04870862490498,z,1,0.6424917090917006,None,,,,,,,001,001,2025-10-02_16h31.19.156,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h32.00.776549 +0530,
-50,x,40,0,10,x,1,0.5699903750792146,None,10,0,40,0,,,,,109.05736745789181,,,,109.04937212495133,109.05736745789181,110.04509874992073,110.04509874992073,110.04509874992073,110.04509874992073,110.050705541973,111.03703320794739,111.03703320794739,,111.61207070795354,x,1,0.5699903750792146,None,,,,,,,001,001,2025-10-02_16h31.19.156,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h32.00.776549 +0530,
150,v,41,1,10,v,1,0.6490101249655709,None,10,1,41,1,,,,,111.61926416691858,,,,111.61258212500252,111.61926416691858,112.60677920794114,112.60677920794114,112.60677920794114,112.60677920794114,112.6121647079708,113.60524712491315,113.60524712491315,,114.25667499995325,v,1,0.6490101249655709,None,,,,,,,001,001,2025-10-02_16h31.19.156,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h32.00.776549 +0530,
50,c ,42,2,10,c,0,0.5614422920625657,None,10,2,42,2,,,,,114.26398670789786,,,,114.2570673750015,114.26398670789786,115.2564163749339,115.2564163749339,115.2564163749339,115.2564163749339,115.2564163749339,116.25468412495684,116.25468412495684,,116.81792420789134,c,0,0.5614422920625657,None,,,,,,,001,001,2025-10-02_16h31.19.156,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h32.00.776549 +0530,
-150,z,43,3,10,z,1,0.6158124168869108,None,10,3,43,3,,,,,116.82518333289772,,,,116.81834016693756,116.82518333289772,117.80939949990716,117.80939949990716,117.80939949990716,117.80939949990716,117.82162274990696,118.81328395789023,118.81328395789023,,119.43025516695343,z,1,0.6158124168869108,None,,,,,,,001,001,2025-10-02_16h31.19.156,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h32.00.776549 +0530,
-50,x,44,0,11,c,0,3.0501964170252904,None,11,0,44,0,,,,,119.4336145829875,,,,119.43070479191374,119.4336145829875,120.41888912499417,120.41888912499417,120.41888912499417,120.41888912499417,120.43124695797451,121.42879241693299,121.42879241693299,122.42487058299594,124.48302570800297,c,0,3.0501964170252904,None,,,,,,,001,001,2025-10-02_16h31.19.156,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h32.00.776549 +0530,
150,v,45,1,11,v,1,0.5837727920152247,None,11,1,45,1,,,,,124.49333391699474,,,,124.4839624579763,124.49333391699474,125.47998574993107,125.47998574993107,125.47998574993107,125.47998574993107,125.48500270792283,126.48016074998304,126.48016074998304,,127.06983208295424,v,1,0.5837727920152247,None,,,,,,,001,001,2025-10-02_16h31.19.156,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h32.00.776549 +0530,
50,c ,46,2,11,c,0,0.5513734999112785,None,11,2,46,2,,,,,127.07654929195996,,,,127.0703492499888,127.07654929195996,128.06137524999212,128.06137524999212,128.06137524999212,128.06137524999212,128.06728666694835,129.0585371669149,129.0585371669149,,129.61410991696175,c,0,0.5513734999112785,None,,,,,,,001,001,2025-10-02_16h31.19.156,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h32.00.776549 +0530,
-150,z,47,3,11,z,1,0.5371379590360448,None,11,3,47,3,,,,,129.6212509579491,,,,129.614470457891,129.6212509579491,130.61340624990407,130.61340624990407,130.61340624990407,130.61340624990407,130.61843629193027,131.60259475000203,131.60259475000203,,132.14203483297024,z,1,0.5371379590360448,None,,,,,,,001,001,2025-10-02_16h31.19.156,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h32.00.776549 +0530,
-50,x,48,0,12,x,1,1.0691446260316297,None,12,0,48,0,,,,,132.14995079196524,,,,132.14258454192895,132.14995079196524,133.1392953749746,133.1392953749746,133.1392953749746,133.1392953749746,133.1392953749746,134.13372516690288,134.13372516690288,135.1294743749313,135.20608087489381,x,1,1.0691446260316297,None,,,,,,,001,001,2025-10-02_16h31.19.156,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h32.00.776549 +0530,
150,v,49,1,12,v,1,1.263472708989866,None,12,1,49,1,,,,,135.21344141697045,,,,135.20644466695376,135.21344141697045,136.20421274995897,136.20421274995897,136.20421274995897,136.20421274995897,136.20421274995897,137.20429054193664,137.20429054193664,138.1996594169177,138.47364912496414,v,1,1.263472708989866,None,,,,,,,001,001,2025-10-02_16h31.19.156,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h32.00.776549 +0530,
50,c ,50,2,12,c,0,0.6527424169471487,None,12,2,50,2,,,,,138.4807087079389,,,,138.47399254189804,138.4807087079389,139.4700903329067,139.4700903329067,139.4700903329067,139.4700903329067,139.4700903329067,140.47088345792145,140.47088345792145,,141.1254474169109,c,0,0.6527424169471487,None,,,,,,,001,001,2025-10-02_16h31.19.156,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h32.00.776549 +0530,
-150,z,51,3,12,z,1,0.5603186669759452,None,12,3,51,3,,,,,141.13923120789696,,,,141.12591254198924,141.13923120789696,142.11754504195414,142.11754504195414,142.11754504195414,142.11754504195414,142.1363574169809,143.12188304192387,143.12188304192387,,143.69104949990287,z,1,0.5603186669759452,None,,,,,,,001,001,2025-10-02_16h31.19.156,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h32.00.776549 +0530,
-50,x,52,0,13,x,1,0.5791207510046661,None,13,0,52,0,,,,,143.7010478329612,,,,143.69201104191598,143.7010478329612,144.6865957499249,144.6865957499249,144.6865957499249,144.6865957499249,144.6922914579045,145.68339158291928,145.68339158291928,,146.27224345796276,x,1,0.5791207510046661,None,,,,,,,001,001,2025-10-02_16h31.19.156,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h32.00.776549 +0530,
150,v,53,1,13,v,1,0.7661245840135962,None,13,1,53,1,,,,,146.2808139999397,,,,146.27312062494457,146.2808139999397,147.2601358749671,147.2601358749671,147.2601358749671,147.2601358749671,147.28401620790828,148.2643007079605,148.2643007079605,,149.0439277079422,v,1,0.7661245840135962,None,,,,,,,001,001,2025-10-02_16h31.19.156,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h32.00.776549 +0530,
50,c ,54,2,13,c,0,0.48314433393534273,None,13,2,54,2,,,,,149.05185612489004,,,,149.0443634999683,149.05185612489004,150.0397232499672,150.0397232499672,150.0397232499672,150.0397232499672,150.0453064169269,151.034239416942,151.034239416942,,151.52699874993414,c,0,0.48314433393534273,None,,,,,,,001,001,2025-10-02_16h31.19.156,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h32.00.776549 +0530,
-150,z,55,3,13,z,1,0.48242879193276167,None,13,3,55,3,,,,,151.5319173329044,,,,151.52716829197016,151.5319173329044,152.52793758292682,152.52793758292682,152.52793758292682,152.52793758292682,152.52793758292682,153.5228626249591,153.5228626249591,,154.0163655419601,z,1,0.48242879193276167,None,,,,,,,001,001,2025-10-02_16h31.19.156,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h32.00.776549 +0530,
-50,x,56,0,14,x,1,0.6606257499661297,None,14,0,56,0,,,,,154.02574295795057,,,,154.01736249995884,154.02574295795057,155.0153389578918,155.0153389578918,155.0153389578918,155.0153389578918,155.02078370796517,156.00860133289825,156.00860133289825,,156.68208979198243,x,1,0.6606257499661297,None,,,,,,,001,001,2025-10-02_16h31.19.156,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h32.00.776549 +0530,
150,v,57,1,14,v,1,0.4875306250760332,None,14,1,57,1,,,,,156.68966295791324,,,,156.682471124921,156.68966295791324,157.67621866695117,157.67621866695117,157.67621866695117,157.67621866695117,157.68893162498716,158.68066837498918,158.68066837498918,,159.1742295830045,v,1,0.4875306250760332,None,,,,,,,001,001,2025-10-02_16h31.19.156,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h32.00.776549 +0530,
50,c ,58,2,14,c,0,0.5481552509590983,None,14,2,58,2,,,,,159.18216695799492,,,,159.17467933299486,159.18216695799492,160.17217091692146,160.17217091692146,160.17217091692146,160.17217091692146,160.17764712497592,161.16323062498122,161.16323062498122,,161.72440229193307,c,0,0.5481552509590983,None,,,,,,,001,001,2025-10-02_16h31.19.156,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h32.00.776549 +0530,
-150,z,59,3,14,z,1,0.49774466699454933,None,14,3,59,3,,,,,161.73374345793854,,,,161.72530254197773,161.73374345793854,162.80586733296514,162.80586733296514,162.80586733296514,162.80586733296514,162.80916341696866,163.71331929194275,163.71331929194275,,164.2134607079206,z,1,0.49774466699454933,None,,,,,,,001,001,2025-10-02_16h31.19.156,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h32.00.776549 +0530,
-50,x,60,0,15,x,1,0.6012391260592267,None,15,0,60,0,,,,,164.22089679189958,,,,164.21395599993411,164.22089679189958,165.21055216691457,165.21055216691457,165.21055216691457,165.21055216691457,165.21661612496246,166.20971324993297,166.20971324993297,,166.81712012493517,x,1,0.6012391260592267,None,,,,,,,001,001,2025-10-02_16h31.19.156,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h32.00.776549 +0530,
150,v,61,1,15,v,1,0.5882056260015815,None,15,1,61,1,,,,,166.82456154190004,,,,166.81761099991854,166.82456154190004,167.81693283293862,167.81693283293862,167.81693283293862,167.81693283293862,167.81693283293862,168.81775129190646,168.81775129190646,,169.4209838329116,v,1,0.5882056260015815,None,,,,,,,001,001,2025-10-02_16h31.19.156,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h32.00.776549 +0530,
50,c ,62,2,15,c,0,0.5080276669468731,None,15,2,62,2,,,,,169.43097899993882,,,,169.421867750003,169.43097899993882,170.4181297919713,170.4181297919713,170.4181297919713,170.4181297919713,170.42332687496673,171.41287370794453,171.41287370794453,,171.92620220792014,c,0,0.5080276669468731,None,,,,,,,001,001,2025-10-02_16h31.19.156,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h32.00.776549 +0530,
-150,z,63,3,15,z,1,0.36884350096806884,None,15,3,63,3,,,,,171.9357418329455,,,,171.92708883294836,171.9357418329455,172.91782754193991,172.91782754193991,172.91782754193991,172.91782754193991,172.9356261669891,173.92591687489767,173.92591687489767,,174.30104466690682,z,1,0.36884350096806884,None,,,,,,,001,001,2025-10-02_16h31.19.156,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h32.00.776549 +0530,
-50,x,64,0,16,x,1,0.45588912500534207,None,16,0,64,0,,,,,174.3081757919863,,,,174.30145445792004,174.3081757919863,175.29257466690615,175.29257466690615,175.29257466690615,175.29257466690615,175.2961537919473,176.28996691689827,176.28996691689827,,176.75352349993773,x,1,0.45588912500534207,None,,,,,,,001,001,2025-10-02_16h31.19.156,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h32.00.776549 +0530,
150,v,65,1,16,v,1,0.7310052919201553,None,16,1,65,1,,,,,176.7623753749067,,,,176.75444145791698,176.7623753749067,177.74812829191796,177.74812829191796,177.74812829191796,177.74812829191796,177.75998241698835,178.74871258297935,178.74871258297935,,179.48887237499002,v,1,0.7310052919201553,None,,,,,,,001,001,2025-10-02_16h31.19.156,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h32.00.776549 +0530,
50,c ,66,2,16,c,0,0.6090461249696091,None,16,2,66,2,,,,,179.49801666697022,,,,179.48971958295442,179.49801666697022,180.48610724997707,180.48610724997707,180.48610724997707,180.48610724997707,180.49201516690664,181.48861958296038,181.48861958296038,,182.11300691694487,c,0,0.6090461249696091,None,,,,,,,001,001,2025-10-02_16h31.19.156,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h32.00.776549 +0530,
-150,z,67,3,16,z,1,0.5477291248971596,None,16,3,67,3,,,,,182.12132191692945,,,,182.1137992499862,182.12132191692945,183.10894054197706,183.10894054197706,183.10894054197706,183.10894054197706,183.11371462489478,184.11491487489548,184.11491487489548,,184.67097904195543,z,1,0.5477291248971596,None,,,,,,,001,001,2025-10-02_16h31.19.156,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h32.00.776549 +0530,
-50,x,68,0,17,x,1,0.6312039169715717,None,17,0,68,0,,,,,184.68091045797337,,,,184.67187991691753,184.68091045797337,185.6694263749523,185.6694263749523,185.6694263749523,185.6694263749523,185.6756204169942,186.66538812499493,186.66538812499493,,187.30214670789428,x,1,0.6312039169715717,None,,,,,,,001,001,2025-10-02_16h31.19.156,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h32.00.776549 +0530,
150,v,69,1,17,v,1,0.7416877499781549,None,17,1,69,1,,,,,187.31002129195258,,,,187.30263870791532,187.31002129195258,188.30058904190082,188.30058904190082,188.30058904190082,188.30058904190082,188.30058904190082,189.29275962489191,189.29275962489191,,190.03868504194543,v,1,0.7416877499781549,None,,,,,,,001,001,2025-10-02_16h31.19.156,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h32.00.776549 +0530,
50,c ,70,2,17,c,0,0.5624957919353619,None,17,2,70,2,,,,,190.04644245794043,,,,190.03921662492212,190.04644245794043,191.04165574989747,191.04165574989747,191.04165574989747,191.04165574989747,191.04165574989747,192.03291670791805,192.03291670791805,,192.6025917918887,c,0,0.5624957919353619,None,,,,,,,001,001,2025-10-02_16h31.19.156,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h32.00.776549 +0530,
-150,z,71,3,17,z,1,0.4706267089350149,None,17,3,71,3,,,,,192.61072583298665,,,,192.60333995800465,192.61072583298665,193.60036799998488,193.60036799998488,193.60036799998488,193.60036799998488,193.60036799998488,194.59973387490027,194.59973387490027,,195.0759689999977,z,1,0.4706267089350149,None,,,,,,,001,001,2025-10-02_16h31.19.156,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h32.00.776549 +0530,
-50,x,72,0,18,x,1,0.6425865840865299,None,18,0,72,0,,,,,195.08313445793465,,,,195.07642333291005,195.08313445793465,196.07006154197734,196.07006154197734,196.07006154197734,196.07006154197734,196.07546074991114,197.0707547919592,197.0707547919592,,197.71774295798969,x,1,0.6425865840865299,None,,,,,,,001,001,2025-10-02_16h31.19.156,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h32.00.776549 +0530,
150,v,73,1,18,v,1,0.6670678339432925,None,18,1,73,1,,,,,197.72502420796081,,,,197.71809062489774,197.72502420796081,198.7146809999831,198.7146809999831,198.7146809999831,198.7146809999831,198.7146809999831,199.71610962494742,199.71610962494742,,200.38829595793504,v,1,0.6670678339432925,None,,,,,,,001,001,2025-10-02_16h31.19.156,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h32.00.776549 +0530,
50,c ,74,2,18,c,0,0.5251799169927835,None,18,2,74,2,,,,,200.3956239579711,,,,200.3888009999646,200.3956239579711,201.3853056669468,201.3853056669468,201.3853056669468,201.3853056669468,201.3853056669468,202.38400266692042,202.38400266692042,,202.91096070792992,c,0,0.5251799169927835,None,,,,,,,001,001,2025-10-02_16h31.19.156,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h32.00.776549 +0530,
-150,z,75,3,18,z,1,0.5577738339779899,None,18,3,75,3,,,,,202.9187462499831,,,,202.91155083291233,202.9187462499831,203.9088822499616,203.9088822499616,203.9088822499616,203.9088822499616,203.9088822499616,204.9082707919879,204.9082707919879,,205.46772600000259,z,1,0.5577738339779899,None,,,,,,,001,001,2025-10-02_16h31.19.156,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h32.00.776549 +0530,
-50,x,76,0,19,x,1,0.713944916962646,None,19,0,76,0,,,,,205.47264579194598,,,,205.46853712492157,205.47264579194598,206.46934849990066,206.46934849990066,206.46934849990066,206.46934849990066,206.46934849990066,207.4571277499199,207.4571277499199,,208.17621141695417,x,1,0.713944916962646,None,,,,,,,001,001,2025-10-02_16h31.19.156,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h32.00.776549 +0530,
150,v,77,1,19,v,1,1.1475249170325696,None,19,1,77,1,,,,,208.18341954192147,,,,208.1766574579524,208.18341954192147,209.1694686668925,209.1694686668925,209.1694686668925,209.1694686668925,209.1748987919418,210.17343362490647,210.17343362490647,211.16250520793255,211.3230071249418,v,1,1.1475249170325696,None,,,,,,,001,001,2025-10-02_16h31.19.156,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h32.00.776549 +0530,
50,c ,78,2,19,c,0,0.6224684590706602,None,19,2,78,2,,,,,211.33033370797057,,,,211.3238223749213,211.33033370797057,212.31333187490236,212.31333187490236,212.31333187490236,212.31333187490236,212.3253740419168,213.31941087497398,213.31941087497398,,213.94776199990883,c,0,0.6224684590706602,None,,,,,,,001,001,2025-10-02_16h31.19.156,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h32.00.776549 +0530,
-150,z,79,3,19,z,1,0.7143385419622064,None,19,3,79,3,,,,,213.95515370799694,,,,213.9481969999615,213.95515370799694,214.94209137489088,214.94209137489088,214.94209137489088,214.94209137489088,214.9461992919678,215.94644624996,215.94644624996,,216.66620562493335,z,1,0.7143385419622064,None,,,,,,,001,001,2025-10-02_16h31.19.156,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h32.00.776549 +0530,
-50,x,80,0,20,x,1,0.620516916969791,None,20,0,80,0,,,,,216.67293004191015,,,,216.6665909999283,216.67293004191015,217.65727666695602,217.65727666695602,217.65727666695602,217.65727666695602,217.66309687495232,218.65624570799991,218.65624570799991,,219.27850133297034,x,1,0.620516916969791,None,,,,,,,001,001,2025-10-02_16h31.19.156,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h32.00.776549 +0530,
150,v,81,1,20,v,1,0.4500192510895431,None,20,1,81,1,,,,,219.28616154193878,,,,219.278969207895,219.28616154193878,220.27668504195753,220.27668504195753,220.27668504195753,220.27668504195753,220.28282362490427,221.27167191694025,221.27167191694025,,221.734762166976,v,1,0.4500192510895431,None,,,,,,,001,001,2025-10-02_16h31.19.156,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h32.00.776549 +0530,
50,c ,82,2,20,c,0,0.7480259580770507,None,20,2,82,2,,,,,221.74213862488978,,,,221.7351073329337,221.74213862488978,222.72656512493268,222.72656512493268,222.72656512493268,222.72656512493268,222.73156370793004,223.7345717079006,223.7345717079006,,224.4849721249193,c,0,0.7480259580770507,None,,,,,,,001,001,2025-10-02_16h31.19.156,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h32.00.776549 +0530,
-150,z,83,3,20,z,1,0.8240088339662179,None,20,3,83,3,,,,,224.49234945792705,,,,224.48532912496012,224.49234945792705,225.47355741693173,225.47355741693173,225.47355741693173,225.47355741693173,225.49082674994133,226.4825391669292,226.4825391669292,,227.30839920789003,z,1,0.8240088339662179,None,,,,,,,001,001,2025-10-02_16h31.19.156,MotorSequence_learning,,2025.1.1,None,2025-10-02 16h32.00.776549 +0530,
