stimulus,feedback_type,fake_feedback,thisN,thisTrialN,thisRepN,slider_initial.response,slider_initial.rt,key_resp.keys,key_resp.rt,key_resp.duration,slider_final.response,slider_final.rt,key_resp_2.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Instruction.started,instr_text.started,instr_key.started,Instruction.stopped,instr_key.keys,instr_key.rt,instr_key.duration,InitialRating.started,slider_initial.started,stim_image.started,key_resp.started,rating_prompt.started,stim_image.stopped,InitialRating.stopped,trials.slider_initial.response,trials.slider_initial.rt,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,Feedback.started,feedback_text.started,feedback_text.stopped,Feedback.stopped,ReRating.started,slider_final.started,stim_image2.started,key_resp_2.started,rating_prompt2.started,stim_image2.stopped,ReRating.stopped,trials.slider_final.response,trials.slider_final.rt,trials.key_resp_2.keys,Debrief.started,debrief_text.started,key_debrief.started,debrief_text.stopped,Debrief.stopped,key_debrief.keys,key_debrief.rt,key_debrief.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,0.007068125065416098,0.0117638751398772,0.0117638751398772,15.820879333186895,space,15.628949125064537,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2025-11-18_17h35.38.252,Social Echo ,,2025.1.1,None,2025-11-18 17h36.01.632116 +0530,
images/grating_07.jpeg,neutral,65.0,0,0,0,39.0,12.32072070799768,space,12.48691300000064,None,52.0,5.7129472501110286,None,0,0,0,6,15.856063750106841,,,,,,,,,15.843199250055477,15.856063750106841,16.81519145821221,17.816910875029862,18.31231850013137,18.80458787502721,30.30524554103613,39.0,12.32072070799768,space,12.48691300000064,None,30.310090416111052,30.315875250147656,33.351843041135,33.303143666125834,33.340613541193306,33.351843041135,34.300831750035286,35.3004866251722,36.80040375003591,37.2918857911136,39.05888191610575,52.0,5.7129472501110286,None,,,,,,,,,005,001,2025-11-18_17h35.38.252,Social Echo ,,2025.1.1,None,2025-11-18 17h36.01.632116 +0530,
images/grating_08.jpeg,agree,70.0,1,1,0,34.0,6.319741917075589,space,5.26479170890525,None,75.0,2.72704541683197,None,0,1,1,7,39.09035241603851,,,,,,,,,39.08376366621815,39.09035241603851,40.05226520821452,41.05011691618711,41.55345816607587,42.042112791212276,46.31758900010027,34.0,6.319741917075589,space,5.26479170890525,None,46.32128066616133,46.32606487511657,49.359183291206136,49.31230745813809,49.351276708068326,49.359183291206136,50.30959791620262,51.308353416156024,,,52.084391250042245,75.0,2.72704541683197,None,,,,,,,,,005,001,2025-11-18_17h35.38.252,Social Echo ,,2025.1.1,None,2025-11-18 17h36.01.632116 +0530,
images/grating_04.jpeg,agree,70.0,2,2,0,81.0,5.585720875067636,space,4.3114096249919385,None,59.0,2.49631050019525,None,0,2,2,3,52.132900291122496,,,,,,,,,52.12627737503499,52.132900291122496,53.07867525005713,54.075867833103985,54.57559591601603,55.07491383305751,58.393035208107904,81.0,5.585720875067636,space,4.3114096249919385,None,58.393135083140805,58.402846415992826,,61.39602300012484,61.449452666100115,61.455329958116636,62.38424408319406,63.383351541124284,,,63.951371083036065,59.0,2.49631050019525,None,,,,,,,,,005,001,2025-11-18_17h35.38.252,Social Echo ,,2025.1.1,None,2025-11-18 17h36.01.632116 +0530,
images/grating_06.jpeg,neutral,50.0,3,3,0,20.0,4.187501583946869,space,2.9571623760275543,None,49.0,2.526325540849939,None,0,3,3,5,63.97895950009115,,,,,,,,,63.972286333097145,63.97895950009115,64.95012066606432,65.94184387521818,66.44201566604897,66.94171683304012,68.90298220817931,20.0,4.187501583946869,space,2.9571623760275543,None,68.90586950001307,68.91136312508024,,71.90480887517333,71.93877745815553,71.94650125014596,72.89626600011252,73.89958537509665,,,74.47179895802401,49.0,2.526325540849939,None,,,,,,,,,005,001,2025-11-18_17h35.38.252,Social Echo ,,2025.1.1,None,2025-11-18 17h36.01.632116 +0530,
images/grating_02.jpeg,disagree,20.0,4,4,0,55.0,6.058568417094648,space,4.695571209071204,None,5.0,3.0184440829325467,None,0,4,4,1,74.49524187506177,,,,,,,,,74.488527208101,74.49524187506177,75.46298025012948,76.46410874999128,76.96367216599174,77.45761029119603,81.16349925007671,55.0,6.058568417094648,space,4.695571209071204,None,81.16721116611734,81.17208829103038,84.18903170805424,84.16029108315706,84.17947387509048,84.18903170805424,85.15835808310658,86.15687412512489,,,87.20442629116587,5.0,3.0184440829325467,None,,,,,,,,,005,001,2025-11-18_17h35.38.252,Social Echo ,,2025.1.1,None,2025-11-18 17h36.01.632116 +0530,
images/grating_10.jpeg,agree,80.0,5,5,0,52.0,2.540271416073665,space,1.7765437921043485,None,94.0,2.4096339580137283,None,0,5,5,9,87.22961937519722,,,,,,,,,87.22296450007707,87.22961937519722,88.19616891606711,89.19793095812201,89.69851391599514,90.1874165001791,90.98205416603014,52.0,2.540271416073665,space,1.7765437921043485,None,90.98548783315346,90.99131691618823,94.01792879099958,93.97733483300544,94.01000483310781,94.01792879099958,94.97896379115991,95.97592033306137,,,96.42554158321582,94.0,2.4096339580137283,None,,,,,,,,,005,001,2025-11-18_17h35.38.252,Social Echo ,,2025.1.1,None,2025-11-18 17h36.01.632116 +0530,
images/grating_01.jpeg,neutral,50.0,6,6,0,60.0,2.557656832970679,space,1.3490117508918047,None,50.0,4.024819416925311,None,0,6,6,0,96.47342291614041,,,,,,,,,96.46683283313178,96.47342291614041,97.4240117080044,98.42417679121718,98.92162429098971,99.42290379106998,99.77524337521754,60.0,2.557656832970679,space,1.3490117508918047,None,99.7778620000463,99.78070933301933,102.82705016620457,102.76739679113962,102.82020850013942,102.82705016620457,103.76924183312804,104.76765820803121,106.26671695802361,106.75895687518641,106.85066729108803,50.0,4.024819416925311,None,,,,,,,,,005,001,2025-11-18_17h35.38.252,Social Echo ,,2025.1.1,None,2025-11-18 17h36.01.632116 +0530,
images/grating_09.jpeg,disagree,50.0,7,7,0,64.0,2.5686654588207603,space,1.6215139590203762,None,36.0,4.140656040981412,None,0,7,7,8,106.86634216620587,,,,,,,,,106.85972920805216,106.86634216620587,107.8458436250221,108.84343887516297,109.34274645801634,109.84368470800109,110.46799754118547,64.0,2.5686654588207603,space,1.6215139590203762,None,110.46808891603723,110.47778266621754,,113.47238954110071,113.48780195810832,113.49696200015023,114.46250045811757,115.46692391601391,116.9590343751479,117.45243045804091,117.63385116611607,36.0,4.140656040981412,None,,,,,,,,,005,001,2025-11-18_17h35.38.252,Social Echo ,,2025.1.1,None,2025-11-18 17h36.01.632116 +0530,
images/grating_05.jpeg,disagree,10.0,8,8,0,36.0,2.3878083748277277,space,1.5688521668780595,None,3.0,2.526441958034411,None,0,8,8,4,117.6467409580946,,,,,,,,,117.6404757911805,117.6467409580946,118.62789487512782,119.62888945802115,120.12479837518185,120.61716825002804,121.20331395813264,36.0,2.3878083748277277,space,1.5688521668780595,None,121.20604650001042,121.21181883313693,,124.20461320807226,124.21684370818548,124.2268168751616,125.2005587501917,126.20211429102346,,,126.75351479114033,3.0,2.526441958034411,None,,,,,,,,,005,001,2025-11-18_17h35.38.252,Social Echo ,,2025.1.1,None,2025-11-18 17h36.01.632116 +0530,
images/grating_03.jpeg,agree,80.0,9,9,0,47.0,2.7428502498660237,space,2.474333208054304,None,91.0,2.53833158290945,None,0,9,9,2,126.77541441610083,,,,,,,,,126.76842149998993,126.77541441610083,127.75057504116558,128.74217629106715,129.252698041033,129.7436663750559,131.21969983307645,47.0,2.7428502498660237,space,2.474333208054304,None,131.22231437521987,131.22791895805858,,134.2210497080814,134.23932829103433,134.24922883301042,135.21673095808364,136.21722904103808,,,136.7842251250986,91.0,2.53833158290945,None,,,,,,,,,005,001,2025-11-18_17h35.38.252,Social Echo ,,2025.1.1,None,2025-11-18 17h36.01.632116 +0530,
images/grating_10.jpeg,agree,80.0,10,0,1,99.0,3.015946458093822,space,2.0744232500437647,None,100.0,2.2765245409682393,None,1,0,10,9,136.81108562508598,,,,,,,,,136.8044412911404,136.81108562508598,137.78341079107486,138.77577025000937,139.27901108306833,139.7749893751461,140.85396199999377,99.0,3.015946458093822,space,2.0744232500437647,None,140.85403200006112,140.8591931250412,143.88102341606282,143.84377791616134,143.8725933751557,143.88102341606282,144.84893300011754,145.8460731660016,,,146.1550922500901,100.0,2.2765245409682393,None,,,,,,,,,005,001,2025-11-18_17h35.38.252,Social Echo ,,2025.1.1,None,2025-11-18 17h36.01.632116 +0530,
images/grating_09.jpeg,disagree,50.0,11,1,1,2.0,2.5423710830509663,space,1.431255041854456,None,0.0,2.7816931249108166,None,1,1,11,8,146.16999300010502,,,,,,,,,146.16319558303803,146.16999300010502,147.14601370808668,148.14680929109454,148.64862816617824,149.13990287506022,149.58327329112217,2.0,2.5423710830509663,space,1.431255041854456,None,149.58615854103118,149.5918147910852,,152.58484324999154,152.5999213331379,152.61020458303392,153.58246545819566,154.58458833303303,,,155.38813079101965,0.0,2.7816931249108166,None,,,,,,,,,005,001,2025-11-18_17h35.38.252,Social Echo ,,2025.1.1,None,2025-11-18 17h36.01.632116 +0530,
images/grating_02.jpeg,disagree,20.0,12,2,1,16.0,2.5169374998658895,space,1.2879817089997232,None,3.0,2.543204291956499,None,1,2,12,1,155.4053174161818,,,,,,,,,155.398780916119,155.4053174161818,156.38321083318442,157.37952575017698,157.88120675017126,158.38007104117423,158.67184704099782,16.0,2.5169374998658895,space,1.2879817089997232,None,158.67450041603297,158.67995345802046,161.69834887515754,161.66843175003305,161.68871587514877,161.69834887515754,162.66306441603228,163.66300291614607,,,164.23853916605003,3.0,2.543204291956499,None,,,,,,,,,005,001,2025-11-18_17h35.38.252,Social Echo ,,2025.1.1,None,2025-11-18 17h36.01.632116 +0530,
