poss,corr_resp,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Welcome.started,Welcome.stopped,trial.started,fixation.started,line1.started,line2.started,line3.started,line4.started,fixation.stopped,probe.started,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,probe.stopped,trials_2.key_resp.keys,trials_2.key_resp.corr,trials_2.key_resp.rt,trials_2.key_resp.duration,Thank_you.started,Thank_you.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
-50,x,12,0,3,x,1,1.062858875025995,None,3,0,12,0,,,,,35.39642608305439,,,,35.387394083081745,35.39642608305439,36.37652283301577,36.37652283301577,36.37652283301577,36.37652283301577,36.394466625060886,37.381342333042994,37.381342333042994,38.45202491607051,x,1,1.062858875025995,None,38.37510125001427,,,,,,,003,001,2025-10-02_17h06.02.506,MotorSequence_learning,,2025.1.1,None,2025-10-02 17h06.17.467493 +0530,
150,v,13,1,3,v,1,0.9245303750503808,None,3,1,13,1,,,,,38.45926570799202,,,,38.45246179099195,38.45926570799202,39.450764833018184,39.450764833018184,39.450764833018184,39.450764833018184,39.45620458305348,40.44968504097778,40.44968504097778,41.37743337498978,v,1,0.9245303750503808,None,,,,,,,,003,001,2025-10-02_17h06.02.506,MotorSequence_learning,,2025.1.1,None,2025-10-02 17h06.17.467493 +0530,
50,c ,14,2,3,c,0,1.1635490839835256,None,3,2,14,2,,,,,41.384953500004485,,,,41.37803433299996,41.384953500004485,42.37326566607226,42.37326566607226,42.37326566607226,42.37326566607226,42.37326566607226,43.374491375056095,43.374491375056095,44.55239195807371,c,0,1.1635490839835256,None,44.36283462506253,,,,,,,003,001,2025-10-02_17h06.02.506,MotorSequence_learning,,2025.1.1,None,2025-10-02 17h06.17.467493 +0530,
-150,z,15,3,3,z,1,1.1548031669808552,None,3,3,15,3,,,,,44.56073541601654,,,,44.55325150000863,44.56073541601654,45.54262575006578,45.54262575006578,45.54262575006578,45.54262575006578,45.560183458030224,46.546238415990956,46.546238415990956,47.703366665984504,z,1,1.1548031669808552,None,47.537685416056775,,,,,,,003,001,2025-10-02_17h06.02.506,MotorSequence_learning,,2025.1.1,None,2025-10-02 17h06.17.467493 +0530,
-50,x,16,0,4,x,1,0.675885875010863,None,4,0,16,0,,,,,47.71398991602473,,,,47.70427462505177,47.71398991602473,48.69634162506554,48.69634162506554,48.69634162506554,48.69634162506554,48.70812312501948,49.70101858302951,49.70101858302951,50.3819121660199,x,1,0.675885875010863,None,,,,,,,,003,001,2025-10-02_17h06.02.506,MotorSequence_learning,,2025.1.1,None,2025-10-02 17h06.17.467493 +0530,
150,v,17,1,4,v,1,0.593025584006682,None,4,1,17,1,,,,,50.388545750058256,,,,50.38240704103373,50.388545750058256,51.374899332993664,51.374899332993664,51.374899332993664,51.374899332993664,51.379658165969886,52.37385700002778,52.37385700002778,52.97706941596698,v,1,0.593025584006682,None,,,,,,,,003,001,2025-10-02_17h06.02.506,MotorSequence_learning,,2025.1.1,None,2025-10-02 17h06.17.467493 +0530,
50,c ,18,2,4,c,0,0.6625937499338761,None,4,2,18,2,,,,,52.9857815830037,,,,52.977737582987174,52.9857815830037,53.96633120800834,53.96633120800834,53.96633120800834,53.96633120800834,53.98409283300862,54.975288166082464,54.975288166082464,55.64436358306557,c,0,0.6625937499338761,None,,,,,,,,003,001,2025-10-02_17h06.02.506,MotorSequence_learning,,2025.1.1,None,2025-10-02 17h06.17.467493 +0530,
-150,z,19,3,4,z,1,0.6161362089915201,None,4,3,19,3,,,,,55.652517458074726,,,,55.645071916049346,55.652517458074726,56.64303454104811,56.64303454104811,56.64303454104811,56.64303454104811,56.64936200005468,57.63770912506152,57.63770912506152,58.26181820803322,z,1,0.6161362089915201,None,,,,,,,,003,001,2025-10-02_17h06.02.506,MotorSequence_learning,,2025.1.1,None,2025-10-02 17h06.17.467493 +0530,
-50,x,20,0,5,x,1,0.5570005419431254,None,5,0,20,0,,,,,58.27030887501314,,,,58.262719833059236,58.27030887501314,59.26112970802933,59.26112970802933,59.26112970802933,59.26112970802933,59.26112970802933,60.25869175000116,60.25869175000116,60.82748950005043,x,1,0.5570005419431254,None,,,,,,,,003,001,2025-10-02_17h06.02.506,MotorSequence_learning,,2025.1.1,None,2025-10-02 17h06.17.467493 +0530,
150,v,21,1,5,v,1,0.6246724169468507,None,5,1,21,1,,,,,60.83484224998392,,,,60.828047041082755,60.83484224998392,61.8169695410179,61.8169695410179,61.8169695410179,61.8169695410179,61.83445462503005,62.826643916079774,62.826643916079774,63.462041457998566,v,1,0.6246724169468507,None,,,,,,,,003,001,2025-10-02_17h06.02.506,MotorSequence_learning,,2025.1.1,None,2025-10-02 17h06.17.467493 +0530,
50,c ,22,2,5,c,0,0.6682322499109432,None,5,2,22,2,,,,,63.47103254101239,,,,63.46298575005494,63.47103254101239,64.45458212506492,64.45458212506492,64.45458212506492,64.45458212506492,64.46591958298814,65.45827283302788,65.45827283302788,66.12951658305246,c,0,0.6682322499109432,None,,,,,,,,003,001,2025-10-02_17h06.02.506,MotorSequence_learning,,2025.1.1,None,2025-10-02 17h06.17.467493 +0530,
-150,z,23,3,5,z,1,0.5182101670652628,None,5,3,23,3,,,,,66.13848387508187,,,,66.13035550003406,66.13848387508187,67.12626312498469,67.12626312498469,67.12626312498469,67.12626312498469,67.13127866596915,68.12432479101699,68.12432479101699,68.64697254099883,z,1,0.5182101670652628,None,,,,,,,,003,001,2025-10-02_17h06.02.506,MotorSequence_learning,,2025.1.1,None,2025-10-02 17h06.17.467493 +0530,
-50,x,24,0,6,x,1,0.5827232509618625,None,6,0,24,0,,,,,68.65408933302388,,,,68.64744754100684,68.65408933302388,69.64302254107315,69.64302254107315,69.64302254107315,69.64302254107315,69.64822558301967,70.64178433304187,70.64178433304187,71.22944791603368,x,1,0.5827232509618625,None,,,,,,,,003,001,2025-10-02_17h06.02.506,MotorSequence_learning,,2025.1.1,None,2025-10-02 17h06.17.467493 +0530,
150,v,25,1,6,v,1,1.0335874169832096,None,6,1,25,1,,,,,71.2375032909913,,,,71.23018720804248,71.2375032909913,72.2226304160431,72.2226304160431,72.2226304160431,72.2226304160431,72.23470274999272,73.22341320803389,73.22341320803389,74.2708817080129,v,1,1.0335874169832096,None,74.21167112502735,,,,,,,003,001,2025-10-02_17h06.02.506,MotorSequence_learning,,2025.1.1,None,2025-10-02 17h06.17.467493 +0530,
50,c ,26,2,6,c,0,0.6792038748972118,None,6,2,26,2,,,,,74.27973012498114,,,,74.2717105000047,74.27973012498114,75.268497165991,75.268497165991,75.268497165991,75.268497165991,75.27413254103158,76.26811925007496,76.26811925007496,76.9499488750007,c,0,0.6792038748972118,None,,,,,,,,003,001,2025-10-02_17h06.02.506,MotorSequence_learning,,2025.1.1,None,2025-10-02 17h06.17.467493 +0530,
-150,z,27,3,6,z,1,0.608963750069961,None,6,3,27,3,,,,,76.95686395803932,,,,76.95034404098988,76.95686395803932,77.94108150003012,77.94108150003012,77.94108150003012,77.94108150003012,77.94662562501617,78.94025391608011,78.94025391608011,79.56090979103465,z,1,0.608963750069961,None,,,,,,,,003,001,2025-10-02_17h06.02.506,MotorSequence_learning,,2025.1.1,None,2025-10-02 17h06.17.467493 +0530,
-50,x,28,0,7,x,1,0.7040591669501737,None,7,0,28,0,,,,,79.56902766600251,,,,79.56156658299733,79.56902766600251,80.55890804098453,80.55890804098453,80.55890804098453,80.55890804098453,80.55890804098453,81.54920737503562,81.54920737503562,82.25924554106314,x,1,0.7040591669501737,None,,,,,,,,003,001,2025-10-02_17h06.02.506,MotorSequence_learning,,2025.1.1,None,2025-10-02 17h06.17.467493 +0530,
150,v,29,1,7,v,1,0.7491948339156806,None,7,1,29,1,,,,,82.2677936659893,,,,82.26017716596834,82.2677936659893,83.2590308750514,83.2590308750514,83.2590308750514,83.2590308750514,83.26430012506898,84.25897008297034,84.25897008297034,85.01278724998701,v,1,0.7491948339156806,None,,,,,,,,003,001,2025-10-02_17h06.02.506,MotorSequence_learning,,2025.1.1,None,2025-10-02 17h06.17.467493 +0530,
50,c ,30,2,7,c,0,0.6477933750720695,None,7,2,30,2,,,,,85.02101991605014,,,,85.01351399999112,85.02101991605014,86.00773166597355,86.00773166597355,86.00773166597355,86.00773166597355,86.01378433301579,87.00732391607016,87.00732391607016,87.66801650007255,c,0,0.6477933750720695,None,,,,,,,,003,001,2025-10-02_17h06.02.506,MotorSequence_learning,,2025.1.1,None,2025-10-02 17h06.17.467493 +0530,
-150,z,31,3,7,z,1,1.2507654998917133,None,7,3,31,3,,,,,87.67519429104868,,,,87.6683581660036,87.67519429104868,88.6659788750112,88.6659788750112,88.6659788750112,88.6659788750112,88.6659788750112,89.66720737505239,89.66720737505239,90.9286662080558,z,1,1.2507654998917133,None,90.65347250003833,,,,,,,003,001,2025-10-02_17h06.02.506,MotorSequence_learning,,2025.1.1,None,2025-10-02 17h06.17.467493 +0530,
-50,x,32,0,8,x,1,0.7749468750553206,None,8,0,32,0,,,,,90.93724620807916,,,,90.92958054097835,90.93724620807916,91.92621212499216,91.92621212499216,91.92621212499216,91.92621212499216,91.93139958300162,92.92491625004914,92.92491625004914,93.7048525409773,x,1,0.7749468750553206,None,,,,,,,,003,001,2025-10-02_17h06.02.506,MotorSequence_learning,,2025.1.1,None,2025-10-02 17h06.17.467493 +0530,
150,v,33,1,8,v,1,0.6407276670215651,None,8,1,33,1,,,,,93.71252779103816,,,,93.7053368750494,93.71252779103816,94.7012035830412,94.7012035830412,94.7012035830412,94.7012035830412,94.70643350004684,95.69814537500497,95.69814537500497,96.34342954098247,v,1,0.6407276670215651,None,,,,,,,,003,001,2025-10-02_17h06.02.506,MotorSequence_learning,,2025.1.1,None,2025-10-02 17h06.17.467493 +0530,
50,c ,34,2,8,c,0,0.5650805420009419,None,8,2,34,2,,,,,96.3535468330374,,,,96.34430733299814,96.3535468330374,97.34221000003163,97.34221000003163,97.34221000003163,97.34221000003163,97.34730012505315,98.33275929105002,98.33275929105002,98.90414391597733,c,0,0.5650805420009419,None,,,,,,,,003,001,2025-10-02_17h06.02.506,MotorSequence_learning,,2025.1.1,None,2025-10-02 17h06.17.467493 +0530,
-150,z,35,3,8,z,1,0.6179958750726655,None,8,3,35,3,,,,,98.91194808296859,,,,98.9046112500364,98.91194808296859,99.8999272499932,99.8999272499932,99.8999272499932,99.8999272499932,99.90482716599945,100.90143520804122,100.90143520804122,101.52479829103686,z,1,0.6179958750726655,None,,,,,,,,003,001,2025-10-02_17h06.02.506,MotorSequence_learning,,2025.1.1,None,2025-10-02 17h06.17.467493 +0530,
-50,x,36,0,9,x,1,1.389259917079471,None,9,0,36,0,,,,,101.53263070806861,,,,101.52567808306776,101.53263070806861,102.51985879102722,102.51985879102722,102.51985879102722,102.51985879102722,102.52530883299187,103.51537162507884,103.51537162507884,104.91720270807855,x,1,1.389259917079471,None,104.503920749994,,,,,,,003,001,2025-10-02_17h06.02.506,MotorSequence_learning,,2025.1.1,None,2025-10-02 17h06.17.467493 +0530,
150,v,37,1,9,v,1,0.992487208917737,None,9,1,37,1,,,,,104.92457375000231,,,,104.91766404104419,104.92457375000231,105.90811179101001,105.90811179101001,105.90811179101001,105.90811179101001,105.9126557080308,106.91506245802157,106.91506245802157,107.91371166601311,v,1,0.992487208917737,None,107.90741087507922,,,,,,,003,001,2025-10-02_17h06.02.506,MotorSequence_learning,,2025.1.1,None,2025-10-02 17h06.17.467493 +0530,
50,c ,38,2,9,c,0,1.0732771669281647,None,9,2,38,2,,,,,107.92125966597814,,,,107.91421966603957,107.92125966597814,108.90963374997955,108.90963374997955,108.90963374997955,108.90963374997955,108.91523716598749,109.92817533307243,109.92817533307243,111.00900612503756,c,0,1.0732771669281647,None,110.92616779101081,,,,,,,003,001,2025-10-02_17h06.02.506,MotorSequence_learning,,2025.1.1,None,2025-10-02 17h06.17.467493 +0530,
-150,z,39,3,9,z,1,0.6119724590098485,None,9,3,39,3,,,,,111.01559654099401,,,,111.00987558299676,111.01559654099401,111.99775037507061,111.99775037507061,111.99775037507061,111.99775037507061,112.01501404098235,112.99546804104466,112.99546804104466,113.61948183306959,z,1,0.6119724590098485,None,,,,,,,,003,001,2025-10-02_17h06.02.506,MotorSequence_learning,,2025.1.1,None,2025-10-02 17h06.17.467493 +0530,
-50,x,40,0,10,x,1,0.4459183750441298,None,10,0,40,0,,,,,113.62773904099595,,,,113.62026825000066,113.62773904099595,114.61671358300373,114.61671358300373,114.61671358300373,114.61671358300373,114.61671358300373,115.61448987503536,115.61448987503536,116.0632265410386,x,1,0.4459183750441298,None,,,,,,,,003,001,2025-10-02_17h06.02.506,MotorSequence_learning,,2025.1.1,None,2025-10-02 17h06.17.467493 +0530,
150,v,41,1,10,v,1,0.51438941701781,None,10,1,41,1,,,,,116.07095650001429,,,,116.06376300007105,116.07095650001429,117.05927287507802,117.05927287507802,117.05927287507802,117.05927287507802,117.06447800004389,118.05887608299963,118.05887608299963,118.58019508305006,v,1,0.51438941701781,None,,,,,,,,003,001,2025-10-02_17h06.02.506,MotorSequence_learning,,2025.1.1,None,2025-10-02 17h06.17.467493 +0530,
50,c ,42,2,10,c,0,0.5767456670291722,None,10,2,42,2,,,,,118.58768925000913,,,,118.5806812500814,118.58768925000913,119.58618300000671,119.58618300000671,119.58618300000671,119.58618300000671,119.58618300000671,120.57549658301286,120.57549658301286,121.1562758750515,c,0,0.5767456670291722,None,,,,,,,,003,001,2025-10-02_17h06.02.506,MotorSequence_learning,,2025.1.1,None,2025-10-02 17h06.17.467493 +0530,
-150,z,43,3,10,z,1,0.5402416249271482,None,10,3,43,3,,,,,121.1629753750749,,,,121.15671324997675,121.1629753750749,122.15784391597845,122.15784391597845,122.15784391597845,122.15784391597845,122.15784391597845,123.15186162502505,123.15186162502505,123.69816975004505,z,1,0.5402416249271482,None,,,,,,,,003,001,2025-10-02_17h06.02.506,MotorSequence_learning,,2025.1.1,None,2025-10-02 17h06.17.467493 +0530,
-50,x,44,0,11,x,1,0.7776917499722913,None,11,0,44,0,,,,,123.70501970802434,,,,123.69869379105512,123.70501970802434,124.69009466597345,124.69009466597345,124.69009466597345,124.69009466597345,124.6961790410569,125.69840695802122,125.69840695802122,126.48588595807087,x,1,0.7776917499722913,None,,,,,,,,003,001,2025-10-02_17h06.02.506,MotorSequence_learning,,2025.1.1,None,2025-10-02 17h06.17.467493 +0530,
150,v,45,1,11,v,1,0.6972065418958664,None,11,1,45,1,,,,,126.49370608304162,,,,126.48627766605932,126.49370608304162,127.48334216605872,127.48334216605872,127.48334216605872,127.48334216605872,127.4878696660744,128.48484749998897,128.48484749998897,129.18830587505363,v,1,0.6972065418958664,None,,,,,,,,003,001,2025-10-02_17h06.02.506,MotorSequence_learning,,2025.1.1,None,2025-10-02 17h06.17.467493 +0530,
50,c ,46,2,11,c,0,1.299685167032294,None,11,2,46,2,,,,,129.19703170796856,,,,129.18916120799258,129.19703170796856,130.18328991602175,130.18328991602175,130.18328991602175,130.18328991602175,130.18795333302114,131.17929262504913,131.17929262504913,132.48014104098547,c,0,1.299685167032294,None,132.17600974999368,,,,,,,003,001,2025-10-02_17h06.02.506,MotorSequence_learning,,2025.1.1,None,2025-10-02 17h06.17.467493 +0530,
-150,z,47,3,11,z,1,0.7817309169331565,None,11,3,47,3,,,,,132.4877000830602,,,,132.4805761249736,132.4877000830602,133.47602237504907,133.47602237504907,133.47602237504907,133.47602237504907,133.48214774997905,134.47315533307847,134.47315533307847,135.25791854097042,z,1,0.7817309169331565,None,,,,,,,,003,001,2025-10-02_17h06.02.506,MotorSequence_learning,,2025.1.1,None,2025-10-02 17h06.17.467493 +0530,
-50,x,48,0,12,x,1,0.5682258339365944,None,12,0,48,0,,,,,135.26525225001387,,,,135.25839929108042,135.26525225001387,136.25456729100551,136.25456729100551,136.25456729100551,136.25456729100551,136.25456729100551,137.254672916024,137.254672916024,137.82931250007823,x,1,0.5682258339365944,None,,,,,,,,003,001,2025-10-02_17h06.02.506,MotorSequence_learning,,2025.1.1,None,2025-10-02 17h06.17.467493 +0530,
150,v,49,1,12,v,1,0.48951941705308855,None,12,1,49,1,,,,,137.83716329105664,,,,137.82977275003213,137.83716329105664,138.82584812503774,138.82584812503774,138.82584812503774,138.82584812503774,138.8306399580324,139.82523708301596,139.82523708301596,140.3290370000759,v,1,0.48951941705308855,None,,,,,,,,003,001,2025-10-02_17h06.02.506,MotorSequence_learning,,2025.1.1,None,2025-10-02 17h06.17.467493 +0530,
50,c ,50,2,12,c,0,1.0083649170119315,None,12,2,50,2,,,,,140.33776566607412,,,,140.32985508302227,140.33776566607412,141.32529599999543,141.32529599999543,141.32529599999543,141.32529599999543,141.3299770830199,142.3254231660394,142.3254231660394,143.33716766606085,c,0,1.0083649170119315,None,143.31981800007634,,,,,,,003,001,2025-10-02_17h06.02.506,MotorSequence_learning,,2025.1.1,None,2025-10-02 17h06.17.467493 +0530,
-150,z,51,3,12,z,1,0.7453271669801325,None,12,3,51,3,,,,,143.3453410830116,,,,143.33790895796847,143.3453410830116,144.33314804104157,144.33314804104157,144.33314804104157,144.33314804104157,144.33776400005445,145.3343599580694,145.3343599580694,146.08470745803788,z,1,0.7453271669801325,None,,,,,,,,003,001,2025-10-02_17h06.02.506,MotorSequence_learning,,2025.1.1,None,2025-10-02 17h06.17.467493 +0530,
-50,x,52,0,13,x,1,0.5595829170197248,None,13,0,52,0,,,,,146.09171354107093,,,,146.0850661250297,146.09171354107093,147.08248483308125,147.08248483308125,147.08248483308125,147.08248483308125,147.08248483308125,148.07599083299283,148.07599083299283,148.63769025006332,x,1,0.5595829170197248,None,,,,,,,,003,001,2025-10-02_17h06.02.506,MotorSequence_learning,,2025.1.1,None,2025-10-02 17h06.17.467493 +0530,
150,v,53,1,13,v,1,0.637011417071335,None,13,1,53,1,,,,,148.64963250001892,,,,148.63799475005362,148.64963250001892,149.63334454107098,149.63334454107098,149.63334454107098,149.63334454107098,149.6380121660186,150.62854466598947,150.62854466598947,151.26659000001382,v,1,0.637011417071335,None,,,,,,,,003,001,2025-10-02_17h06.02.506,MotorSequence_learning,,2025.1.1,None,2025-10-02 17h06.17.467493 +0530,
50,c ,54,2,13,c,0,0.5767892090370879,None,13,2,54,2,,,,,151.2710652910173,,,,151.26698716601823,151.2710652910173,152.26411683298647,152.26411683298647,152.26411683298647,152.26411683298647,152.26411683298647,153.26472766604275,153.26472766604275,153.84674979106057,c,0,0.5767892090370879,None,,,,,,,,003,001,2025-10-02_17h06.02.506,MotorSequence_learning,,2025.1.1,None,2025-10-02 17h06.17.467493 +0530,
-150,z,55,3,13,z,1,0.5754368749912828,None,13,3,55,3,,,,,153.85402920807246,,,,153.84712608298287,153.85402920807246,154.84121241606772,154.84121241606772,154.84121241606772,154.84121241606772,154.84631470800377,155.84294404101092,155.84294404101092,156.4275837080786,z,1,0.5754368749912828,None,,,,,,,,003,001,2025-10-02_17h06.02.506,MotorSequence_learning,,2025.1.1,None,2025-10-02 17h06.17.467493 +0530,
-50,x,56,0,14,x,1,0.5325942509807646,None,14,0,56,0,,,,,156.43659837497398,,,,156.42829525005072,156.43659837497398,157.4210510830162,157.4210510830162,157.4210510830162,157.4210510830162,157.43197137501556,158.42471795796882,158.42471795796882,158.96123870799784,x,1,0.5325942509807646,None,,,,,,,,003,001,2025-10-02_17h06.02.506,MotorSequence_learning,,2025.1.1,None,2025-10-02 17h06.17.467493 +0530,
150,v,57,1,14,v,1,0.8366737919859588,None,14,1,57,1,,,,,158.9702545000473,,,,158.96205225004815,158.9702545000473,159.95898262504488,159.95898262504488,159.95898262504488,159.95898262504488,159.9653149159858,160.95060679106973,160.95060679106973,161.79468266607728,v,1,0.8366737919859588,None,,,,,,,,003,001,2025-10-02_17h06.02.506,MotorSequence_learning,,2025.1.1,None,2025-10-02 17h06.17.467493 +0530,
50,c ,58,2,14,c,0,0.616587208933197,None,14,2,58,2,,,,,161.8037438329775,,,,161.7955555000808,161.8037438329775,162.79363729106262,162.79363729106262,162.79363729106262,162.79363729106262,162.79905320797116,163.7916373750195,163.7916373750195,164.41775945806876,c,0,0.616587208933197,None,,,,,,,,003,001,2025-10-02_17h06.02.506,MotorSequence_learning,,2025.1.1,None,2025-10-02 17h06.17.467493 +0530,
-150,z,59,3,14,z,1,0.6716634589247406,None,14,3,59,3,,,,,164.4251999160042,,,,164.41828958305996,164.4251999160042,165.41479695797898,165.41479695797898,165.41479695797898,165.41479695797898,165.41479695797898,166.41651170805562,166.41651170805562,167.09009312500712,z,1,0.6716634589247406,None,,,,,,,,003,001,2025-10-02_17h06.02.506,MotorSequence_learning,,2025.1.1,None,2025-10-02 17h06.17.467493 +0530,
-50,x,60,0,15,x,1,0.6332602920010686,None,15,0,60,0,,,,,167.0975515000755,,,,167.09060679096729,167.0975515000755,168.07924437499605,168.07924437499605,168.07924437499605,168.07924437499605,168.09585687506478,169.07979766605422,169.07979766605422,169.71814666606952,x,1,0.6332602920010686,None,,,,,,,,003,001,2025-10-02_17h06.02.506,MotorSequence_learning,,2025.1.1,None,2025-10-02 17h06.17.467493 +0530,
