study_word,thisN,thisTrialN,thisRepN,slider.response,slider.rt,test_word,Reference,old_new,test_textbox.text,testmouse.x,testmouse.y,testmouse.leftButton,testmouse.midButton,testmouse.rightButton,testmouse.time,testmouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,text.started,slider.started,trial.stopped,trials.slider.response,trials.slider.rt,test.started,TestText.started,test_textbox.started,submit_text.started,testmouse.started,test.stopped,trials_2.test_textbox.text,trials_2.testmouse.x,trials_2.testmouse.y,trials_2.testmouse.leftButton,trials_2.testmouse.midButton,trials_2.testmouse.rightButton,trials_2.testmouse.time,trials_2.testmouse.clicked_name,TestText.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
Pastry,10,10,0,2.1283095723014256,1.1012058749911375,,,,,,,,,,,,0,10,10,9,,,,,16.866469290980604,,16.860794040956534,16.866469290980604,16.866469290980604,17.966961957979947,2.1283095723014256,1.1012058749911375,,,,,,,,,,,,,,,,002,001,2025-10-15_16h00.12.779,Tutorial 5,,2025.1.1,None,2025-10-15 16h00.24.765689 +0530,
mouse,11,11,0,1.7576374745417516,1.436416917014867,,,,,,,,,,,,0,11,11,8,,,,,17.974692124989815,,17.968602790962905,17.974692124989815,17.974692124989815,19.411062457947992,1.7576374745417516,1.436416917014867,,,,,,,,,,,,,,,,002,001,2025-10-15_16h00.12.779,Tutorial 5,,2025.1.1,None,2025-10-15 16h00.24.765689 +0530,
Case,12,12,0,3.3177189409368637,1.2399366659810767,,,,,,,,,,,,0,12,12,10,,,,,19.418741749948822,,19.412826749961823,19.418741749948822,19.418741749948822,20.658828332962003,3.3177189409368637,1.2399366659810767,,,,,,,,,,,,,,,,002,001,2025-10-15_16h00.12.779,Tutorial 5,,2025.1.1,None,2025-10-15 16h00.24.765689 +0530,
Chart,13,13,0,3.769857433808554,1.6179471659706905,,,,,,,,,,,,0,13,13,6,,,,,20.666616082948167,,20.660552999994252,20.666616082948167,20.666616082948167,22.284373999980744,3.769857433808554,1.6179471659706905,,,,,,,,,,,,,,,,002,001,2025-10-15_16h00.12.779,Tutorial 5,,2025.1.1,None,2025-10-15 16h00.24.765689 +0530,
Cruise,14,14,0,3.020366598778004,1.2312927499879152,,,,,,,,,,,,0,14,14,11,,,,,22.291668624966405,,22.28626024996629,22.291668624966405,22.291668624966405,23.526830707967747,3.020366598778004,1.2312927499879152,,,,,,,,,,,,,,,,002,001,2025-10-15_16h00.12.779,Tutorial 5,,2025.1.1,None,2025-10-15 16h00.24.765689 +0530,
,0,0,0,,,_ru_is_,Cruise,old,Cruise,[np.float64(-0.009164969450101833)],[np.float64(-0.32484725050916496)],[1],[0],[0],[5.105209333007224],['submit_text'],,,,,0,0,0,6,23.546084874949884,,,,,,,,23.536835707956925,23.546084874949884,23.546084874949884,23.546084874949884,0.00997908302815631,28.642217124986928,Cruise,[np.float64(-0.009164969450101833)],[np.float64(-0.32484725050916496)],[1],[0],[0],[5.105209333007224],['submit_text'],,002,001,2025-10-15_16h00.12.779,Tutorial 5,,2025.1.1,None,2025-10-15 16h00.24.765689 +0530,
,1,1,0,,,P_as_tr_,Pastry,old,Pastry,[np.float64(-0.009164969450101833)],[np.float64(-0.32484725050916496)],[1],[0],[0],[12.139211208035704],['submit_text'],,,,,0,1,1,4,28.65208641596837,,,,,,,,28.644639332953375,28.65208641596837,28.65208641596837,28.65208641596837,0.0022515419987030327,40.78401124995435,Pastry,[np.float64(-0.009164969450101833)],[np.float64(-0.32484725050916496)],[1],[0],[0],[12.139211208035704],['submit_text'],38.648954874952324,002,001,2025-10-15_16h00.12.779,Tutorial 5,,2025.1.1,None,2025-10-15 16h00.24.765689 +0530,
,2,2,0,,,P_st_r,Poster,old,Poster,[np.float64(0.018329938900203666)],[np.float64(-0.3105906313645621)],[1],[0],[0],[3.8519977499963716],['submit_text'],,,,,0,2,2,9,40.79409679095261,,,,,,,,40.78625337500125,40.79409679095261,40.79409679095261,40.79409679095261,0.0021390419569797814,44.63843183295103,Poster,[np.float64(0.018329938900203666)],[np.float64(-0.3105906313645621)],[1],[0],[0],[3.8519977499963716],['submit_text'],,002,001,2025-10-15_16h00.12.779,Tutorial 5,,2025.1.1,None,2025-10-15 16h00.24.765689 +0530,
,3,3,0,,,p_nc_l,Pencil,new,pencil,[np.float64(0.018329938900203666)],[np.float64(-0.3105906313645621)],[1],[0],[0],[5.033585875004064],['submit_text'],,,,,0,3,3,16,44.64695420797216,,,,,,,,44.64057637494989,44.64695420797216,44.64695420797216,44.64695420797216,0.0020367500255815685,49.67433162499219,pencil,[np.float64(0.018329938900203666)],[np.float64(-0.3105906313645621)],[1],[0],[0],[5.033585875004064],['submit_text'],,002,001,2025-10-15_16h00.12.779,Tutorial 5,,2025.1.1,None,2025-10-15 16h00.24.765689 +0530,
,4,4,0,,,l_pt_p,Laptop,old,laptop,[np.float64(0.018329938900203666)],[np.float64(-0.3105906313645621)],[1],[0],[0],[2.3034237080137245],['submit_text'],,,,,0,4,4,0,49.68346508295508,,,,,,,,49.67645812500268,49.68346508295508,49.68346508295508,49.68346508295508,0.002037458005361259,51.98008408298483,laptop,[np.float64(0.018329938900203666)],[np.float64(-0.3105906313645621)],[1],[0],[0],[2.3034237080137245],['submit_text'],,002,001,2025-10-15_16h00.12.779,Tutorial 5,,2025.1.1,None,2025-10-15 16h00.24.765689 +0530,
,5,5,0,,,_ho_e,Phone,old,Phone,[np.float64(0.018329938900203666)],[np.float64(-0.3105906313645621)],[1],[0],[0],[3.4835091659915633],['submit_text'],,,,,0,5,5,12,51.98884845798602,,,,,,,,51.98236541595543,51.98884845798602,51.98884845798602,51.98884845798602,0.0021624169894494116,55.46605779096717,Phone,[np.float64(0.018329938900203666)],[np.float64(-0.3105906313645621)],[1],[0],[0],[3.4835091659915633],['submit_text'],,002,001,2025-10-15_16h00.12.779,Tutorial 5,,2025.1.1,None,2025-10-15 16h00.24.765689 +0530,
,6,6,0,,,_ha_t,Chart,old,chart,[np.float64(0.018329938900203666)],[np.float64(-0.3105906313645621)],[1],[0],[0],[2.7952026249840856],['submit_text'],,,,,0,6,6,1,55.476054375001695,,,,,,,,55.46825824998086,55.476054375001695,55.476054375001695,55.476054375001695,0.0020673329709097743,58.26367729099002,chart,[np.float64(0.018329938900203666)],[np.float64(-0.3105906313645621)],[1],[0],[0],[2.7952026249840856],['submit_text'],,002,001,2025-10-15_16h00.12.779,Tutorial 5,,2025.1.1,None,2025-10-15 16h00.24.765689 +0530,
,7,7,0,,,T_hi_t,Tshirt,old,Tshirt ,[np.float64(0.018329938900203666)],[np.float64(-0.3105906313645621)],[1],[0],[0],[4.064696291985456],['submit_text'],,,,,0,7,7,2,58.2731601659907,,,,,,,,58.265787082957104,58.2731601659907,58.2731601659907,58.2731601659907,0.0020135000231675804,62.33067920798203,Tshirt ,[np.float64(0.018329938900203666)],[np.float64(-0.3105906313645621)],[1],[0],[0],[4.064696291985456],['submit_text'],,002,001,2025-10-15_16h00.12.779,Tutorial 5,,2025.1.1,None,2025-10-15 16h00.24.765689 +0530,
,8,8,0,,,_ou_se,mouse,old,mouse,[np.float64(0.016293279022403257)],[np.float64(-0.29226069246435843)],[1],[0],[0],[2.6526319999829866],['submit_text'],,,,,0,8,8,3,62.340484540967736,,,,,,,,62.33285391598474,62.340484540967736,62.340484540967736,62.340484540967736,0.0020651250379160047,64.98568879097002,mouse,[np.float64(0.016293279022403257)],[np.float64(-0.29226069246435843)],[1],[0],[0],[2.6526319999829866],['submit_text'],,002,001,2025-10-15_16h00.12.779,Tutorial 5,,2025.1.1,None,2025-10-15 16h00.24.765689 +0530,
,9,9,0,,,_a_bl_,Marble,old,marble,[np.float64(0.016293279022403257)],[np.float64(-0.29226069246435843)],[1],[0],[0],[5.516985958034638],['submit_text'],,,,,0,9,9,11,64.99567679094616,,,,,,,,64.98821766598849,64.99567679094616,64.99567679094616,64.99567679094616,0.0024049169733189046,70.50539804098662,marble,[np.float64(0.016293279022403257)],[np.float64(-0.29226069246435843)],[1],[0],[0],[5.516985958034638],['submit_text'],,002,001,2025-10-15_16h00.12.779,Tutorial 5,,2025.1.1,None,2025-10-15 16h00.24.765689 +0530,
,10,10,0,,,c_s_,Case,old,case,[np.float64(0.016293279022403257)],[np.float64(-0.29226069246435843)],[1],[0],[0],[2.117800250009168],['submit_text'],,,,,0,10,10,5,70.51374862500234,,,,,,,,70.50733387499349,70.51374862500234,70.51374862500234,70.51374862500234,0.0018077919958159328,72.62532379099866,case,[np.float64(0.016293279022403257)],[np.float64(-0.29226069246435843)],[1],[0],[0],[2.117800250009168],['submit_text'],,002,001,2025-10-15_16h00.12.779,Tutorial 5,,2025.1.1,None,2025-10-15 16h00.24.765689 +0530,
,11,11,0,,,P_li_ce,Police,old,Police,[np.float64(0.016293279022403257)],[np.float64(-0.29226069246435843)],[1],[0],[0],[13.246062374964822],['submit_text'],,,,,0,11,11,7,72.63488149998011,,,,,,,,72.62750341597712,72.63488149998011,72.63488149998011,72.63488149998011,0.0020882919779978693,85.8737497080001,Police,[np.float64(0.016293279022403257)],[np.float64(-0.29226069246435843)],[1],[0],[0],[13.246062374964822],['submit_text'],82.6296298749512,002,001,2025-10-15_16h00.12.779,Tutorial 5,,2025.1.1,None,2025-10-15 16h00.24.765689 +0530,
,12,12,0,,,c_m_ra,Camera,new,camera,[np.float64(0.016293279022403257)],[np.float64(-0.29226069246435843)],[1],[0],[0],[2.8238712080055848],['submit_text'],,,,,0,12,12,19,85.8829407079611,,,,,,,,85.87589637498604,85.8829407079611,85.8829407079611,85.8829407079611,0.002060541999526322,88.69997591595165,camera,[np.float64(0.016293279022403257)],[np.float64(-0.29226069246435843)],[1],[0],[0],[2.8238712080055848],['submit_text'],,002,001,2025-10-15_16h00.12.779,Tutorial 5,,2025.1.1,None,2025-10-15 16h00.24.765689 +0530,
,13,13,0,,,_oo_,Book,old,book,[np.float64(0.016293279022403257)],[np.float64(-0.29226069246435843)],[1],[0],[0],[1.7450486659654416],['submit_text'],,,,,0,13,13,13,88.70896495797206,,,,,,,,88.7018519580015,88.70896495797206,88.70896495797206,88.70896495797206,0.0017374579911120236,90.44710170797771,book,[np.float64(0.016293279022403257)],[np.float64(-0.29226069246435843)],[1],[0],[0],[1.7450486659654416],['submit_text'],,002,001,2025-10-15_16h00.12.779,Tutorial 5,,2025.1.1,None,2025-10-15 16h00.24.765689 +0530,
,14,14,0,,,_o_rd,Board,old,board,[np.float64(0.016293279022403257)],[np.float64(-0.29226069246435843)],[1],[0],[0],[3.2561672090087086],['submit_text'],,,,,0,14,14,10,90.45547991595231,,,,,,,,90.4490282079787,90.45547991595231,90.45547991595231,90.45547991595231,0.0018148329691030085,93.7054154999787,board,[np.float64(0.016293279022403257)],[np.float64(-0.29226069246435843)],[1],[0],[0],[3.2561672090087086],['submit_text'],,002,001,2025-10-15_16h00.12.779,Tutorial 5,,2025.1.1,None,2025-10-15 16h00.24.765689 +0530,
,15,15,0,,,v_s_,Vase,new,vase,[np.float64(0.016293279022403257)],[np.float64(-0.29226069246435843)],[1],[0],[0],[1.6599487909697928],['submit_text'],,,,,0,15,15,17,93.71609049994731,,,,,,,,93.70858541596681,93.71609049994731,93.71609049994731,93.71609049994731,0.0030538749997504056,95.36873633298092,vase,[np.float64(0.016293279022403257)],[np.float64(-0.29226069246435843)],[1],[0],[0],[1.6599487909697928],['submit_text'],,002,001,2025-10-15_16h00.12.779,Tutorial 5,,2025.1.1,None,2025-10-15 16h00.24.765689 +0530,
,16,16,0,,,ta_l_,Table,new,table,[np.float64(0.016293279022403257)],[np.float64(-0.29226069246435843)],[1],[0],[0],[1.845182000019122],['submit_text'],,,,,0,16,16,15,95.37845279095927,,,,,,,,95.3706420409726,95.37845279095927,95.37845279095927,95.37845279095927,0.0018220419879071414,97.21604770794511,table,[np.float64(0.016293279022403257)],[np.float64(-0.29226069246435843)],[1],[0],[0],[1.845182000019122],['submit_text'],,002,001,2025-10-15_16h00.12.779,Tutorial 5,,2025.1.1,None,2025-10-15 16h00.24.765689 +0530,
,17,17,0,,,K_y_,Keys,old,Keys,[np.float64(0.016293279022403257)],[np.float64(-0.29226069246435843)],[1],[0],[0],[3.6035102080204524],['submit_text'],,,,,0,17,17,8,97.2259324999759,,,,,,,,97.21823824994499,97.2259324999759,97.2259324999759,97.2259324999759,0.002068249974399805,100.82197095797164,Keys,[np.float64(0.016293279022403257)],[np.float64(-0.29226069246435843)],[1],[0],[0],[3.6035102080204524],['submit_text'],,002,001,2025-10-15_16h00.12.779,Tutorial 5,,2025.1.1,None,2025-10-15 16h00.24.765689 +0530,
,18,18,0,,,bo_t_e,Bottle,new,bottle,[np.float64(0.016293279022403257)],[np.float64(-0.29226069246435843)],[1],[0],[0],[2.552429875009693],['submit_text'],,,,,0,18,18,18,100.83019595796941,,,,,,,,100.8239322079462,100.83019595796941,100.83019595796941,100.83019595796941,0.00181479100137949,103.37655195797561,bottle,[np.float64(0.016293279022403257)],[np.float64(-0.29226069246435843)],[1],[0],[0],[2.552429875009693],['submit_text'],,002,001,2025-10-15_16h00.12.779,Tutorial 5,,2025.1.1,None,2025-10-15 16h00.24.765689 +0530,
,19,19,0,,,c_s_io_,Cushion,old,cushion,[np.float64(0.016293279022403257)],[np.float64(-0.29226069246435843)],[1],[0],[0],[4.3620469169691205],['submit_text'],,,,,0,19,19,14,103.38562545797322,,,,,,,,103.37856154097244,103.38562545797322,103.38562545797322,103.38562545797322,0.001931333972606808,107.74084020795999,cushion,[np.float64(0.016293279022403257)],[np.float64(-0.29226069246435843)],[1],[0],[0],[4.3620469169691205],['submit_text'],,002,001,2025-10-15_16h00.12.779,Tutorial 5,,2025.1.1,None,2025-10-15 16h00.24.765689 +0530,
